Token,Type,0-arch/arch_3,1-arch/arch_3,2-arch/arch_3,3-arch/arch_3,4-arch/arch_3,0-banana/banana_1,1-banana/banana_1,2-banana/banana_1,0-cabbage/cabbage_1,1-cabbage/cabbage_1,2-cabbage/cabbage_1,3-cabbage/cabbage_1,0-carrot/carrot_1,1-carrot/carrot_1,2-carrot/carrot_1,3-carrot/carrot_1,4-carrot/carrot_1,5-carrot/carrot_1,0-corn/corn_4,1-corn/corn_4,2-corn/corn_4,3-corn/corn_4,4-corn/corn_4,0-cube/cube_1,1-cube/cube_1,2-cube/cube_1,3-cube/cube_1,0-cuboid/cuboid_1,1-cuboid/cuboid_1,2-cuboid/cuboid_1,3-cuboid/cuboid_1,4-cuboid/cuboid_1,0-cucumber/cucumber_1,1-cucumber/cucumber_1,2-cucumber/cucumber_1,3-cucumber/cucumber_1,4-cucumber/cucumber_1,0-cylinder/cylinder_1,1-cylinder/cylinder_1,2-cylinder/cylinder_1,3-cylinder/cylinder_1,4-cylinder/cylinder_1,0-eggplant/eggplant_4,1-eggplant/eggplant_4,2-eggplant/eggplant_4,3-eggplant/eggplant_4,0-lemon/lemon_1,1-lemon/lemon_1,2-lemon/lemon_1,0-lime/lime_4,1-lime/lime_4,2-lime/lime_4,3-lime/lime_4,4-lime/lime_4,0-orange/orange_1,1-orange/orange_1,2-orange/orange_1,0-plum/plum_3,1-plum/plum_3,2-plum/plum_3,3-plum/plum_3,4-plum/plum_3,0-potato/potato_4,1-potato/potato_4,2-potato/potato_4,3-potato/potato_4,0-semicylinder/semicylinder_3,1-semicylinder/semicylinder_3,2-semicylinder/semicylinder_3,3-semicylinder/semicylinder_3,4-semicylinder/semicylinder_3,0-tomato/tomato_3,1-tomato/tomato_3,2-tomato/tomato_3,3-tomato/tomato_3,0-triangle/triangle_3,1-triangle/triangle_3,2-triangle/triangle_3,3-triangle/triangle_3,4-triangle/triangle_3
brinjal,object,0.07945757899120738,6.960891737288199e-05,4.8952446852729855e-05,7.862000465875524e-05,3.788117795561217e-05,0.00010932833853118352,0.000758426981531421,5.9761209344152134e-05,0.9551458421523155,0.7638970298854999,0.035235622373859944,0.03851616915966639,0.00014911573528166334,0.004341283463647616,0.0034731195520254893,0.007779159604177824,0.3174929276843894,0.009073424836286452,8.188031912533276e-08,8.221806858400851e-07,5.168743470718268e-07,3.739335863788418e-08,1.6372799340791089e-06,1.6557605154515607e-05,8.28713701250039e-05,6.30774835560563e-06,3.5208098942100497e-07,4.405124589274231e-07,1.7775901482720288e-06,3.7188302231582584e-07,2.5614641983429437e-07,1.8108576074933534e-06,2.751902865879436e-06,6.881220825879056e-08,0.0002962944867016963,1.9592191478785604e-05,0.04302025214736143,1.950359230598561e-07,2.3824117983274854e-07,1.0560193085399011e-07,4.071394168439051e-07,6.557509238287596e-08,0.999978968594768,0.9999772753146107,0.9999409494518737,0.9999613431063267,7.654245787622855e-11,4.154000029520287e-10,7.017299301727664e-10,8.543326699585322e-08,3.4470338029221174e-07,1.4483727675338198e-07,5.0210116445749204e-08,2.9701051652775754e-07,9.90245883788176e-07,2.1704289341376072e-08,8.485207094579179e-08,7.63943300213231e-05,0.00017332416995379833,8.184028601735968e-06,4.1382113631859704e-05,1.910910983866308e-05,8.346344638833185e-09,7.614626392706677e-10,4.630427338447587e-10,9.581245424879998e-09,3.787086753871344e-09,1.5735741807176212e-07,5.063161447795233e-07,4.117300168113745e-06,7.30413109801044e-07,1.8665709879225336e-09,1.0253207864635621e-09,2.1491317042043267e-09,5.978445897219977e-10,0.00028831679892543676,0.01780512062327948,2.5034593936729156e-05,0.0007804821940651143,3.8336942243044715e-07
brown,rgb,4.494768701688606e-09,4.7338800270241786e-09,1.5889806865238557e-08,6.961209681309875e-07,4.667693624351267e-07,0.9401747081624362,0.9373480390689342,0.9428106892882613,0.028740724823316684,0.027760489200765133,0.02865749536216546,0.08909209860582608,0.9384595726397266,0.9324943522842871,0.9558999839439298,0.9504590465575711,0.9630112297225175,0.9605253573642804,0.26973265907531163,0.2945363777377792,0.31492955924807786,0.3328443871191308,0.3277735525629757,0.0013092590751257824,0.0014037618776355162,0.0013916868433980836,0.0019579875182238,0.0017471847173596592,0.001271904702409449,0.0012614722588388427,0.0013427153290193892,0.0011523597002994184,0.006447966205872976,0.00954410494231552,0.015090948416181534,0.0247013368417319,0.030146122429251403,0.011786931178875347,0.0039531193840856745,0.011971548238865126,0.004264014545747072,0.004193174547913954,0.14142156042349793,0.40844696523375773,0.4432690391639954,0.5843086325621636,0.000915090873980998,0.0011603612072377638,0.0009304672063606283,1.693662568337895e-05,0.00018422722144099957,0.00023850141300873253,0.00019440386349996703,0.0004799086808249185,0.08614291711282977,0.3111668632760801,0.013289739922418256,0.2829183554506263,0.4070267156969529,0.25681036949097413,0.4485000370798757,0.4714895020126808,0.9414392626700651,0.8488293759662745,0.6570433216551117,0.48990832013301266,0.001891439521469879,0.017272984116774207,0.001652225808935906,0.021336426061992736,0.0018538718477507164,8.33109931081905e-10,7.754962724564593e-10,3.736515237348468e-10,2.356859205809992e-10,3.9852346234770537e-08,5.615651578497508e-08,1.1667232907024863e-07,1.601869545461953e-07,1.6137994313137202e-07
brown,shape,2.594065425484337e-10,1.9269129179181247e-06,4.264632659248784e-09,6.483879237658851e-17,8.797120960080555e-12,3.960821057431422e-12,1.0001895549381313e-06,1.1226449474944611e-07,6.940670117248232e-09,1.4548956479002657e-07,2.6271752624693704e-05,4.845245581249208e-06,4.495689831990011e-09,1.587458948130611e-10,1.1236406593150615e-08,1.2867170836403863e-06,7.500737548406927e-06,3.7556145013673253e-07,0.010973209250913088,0.9802261791299148,0.940034596436564,0.9995674348406444,0.9999960304221944,4.998652890568971e-09,6.91759114965388e-10,1.6864441130453723e-06,1.3373755956933369e-05,2.313762052495159e-06,4.424202111830775e-06,7.870570571026927e-05,0.00034221700529507375,2.6398281454772944e-05,9.418335292235904e-08,0.000768599442558257,6.0903941942697896e-05,6.104321887847024e-06,1.8185295580343215e-09,7.073829867656395e-09,0.00016159613998801263,0.004646323201038652,0.00015203189420550224,0.00010705457312917386,8.829038318901708e-21,1.484086815777681e-23,3.233909291952028e-17,9.489366553223478e-17,0.9996947937620895,0.044281313884019964,0.1542090478878447,4.646959357699539e-08,5.396293307867833e-10,1.899985967326909e-09,3.235956327210196e-08,4.3174515483802795e-08,0.3595154632000326,0.022723287026006036,3.01034487774172e-05,4.288032220149005e-08,7.790258217171281e-10,4.247727178853679e-12,3.244986615139035e-09,1.8595674146317885e-10,0.9841169869948464,0.9922782802181355,0.9999657711649936,0.6877705901921858,0.9683376224691878,0.533630845562696,1.5217536689293174e-06,1.4711541390214476e-08,1.684863256234261e-07,0.6855385553521903,0.0003242791973482074,0.08210260354967101,0.00035016894927708563,1.3062727173893923e-09,1.1548945862128747e-14,1.7045810139754566e-09,1.0537176598854836e-11,1.1685939965034922e-06
brown,object,3.3056644676200388e-12,9.039123819760318e-09,9.956368356838461e-11,7.772862814697062e-11,2.063281615493438e-09,2.1557984699576174e-06,0.004977355907638906,0.0008658690647234423,1.7311388592632696e-08,1.8830992814076618e-07,1.415627753588906e-05,1.4168393655566874e-05,3.4969903366825595e-05,1.6477821687428337e-06,0.003852252371444653,0.3200264582635276,0.00017745327650753074,0.006387081543793789,0.1465034156333515,0.9215555401238027,0.8942208333373376,0.9994675493805248,0.9999997476164635,2.635066343958005e-10,3.73945361393484e-11,7.520428514072233e-08,2.2444568201552882e-07,1.2345749380529344e-08,1.1560770173165663e-06,6.009106836980912e-05,1.9611530426037293e-05,5.954322741467387e-08,2.7235779443079554e-06,0.0026306537445222678,2.9438523085928463e-05,9.89681410857177e-05,4.082781702266067e-08,4.927389426370672e-07,1.2132798196605513e-05,5.2028446330855044e-05,9.577254915423204e-06,0.0001767698638739061,7.1259601799773054e-12,7.086315660625933e-15,2.2439418187932408e-10,4.715351195455872e-11,0.9821062101795834,0.027187148524761905,0.008669804315655956,5.432677192395884e-10,6.401429744819475e-11,7.490063994898696e-10,1.7891492711839335e-09,1.665137651168988e-09,0.00817653656636983,0.058776782390660934,2.135364484441018e-05,7.406180061558866e-06,9.466737723091017e-07,9.043522046037324e-08,1.049814575349823e-05,1.420084361479366e-06,0.9949357481014682,0.9979504405212662,0.999971404957874,0.37790390286132647,0.13397258116875924,0.19745147214913938,1.409408176774775e-06,7.053323537967764e-08,1.6998004658149643e-07,0.06192611303526787,9.92938978258479e-05,0.001220588330611951,7.670010966554051e-06,6.299012743783123e-10,1.127583419208158e-12,1.0853649015599404e-08,4.719310362801125e-09,2.6813974744089003e-06
brownishpurple,rgb,9.645074120337494e-36,1.2314919904177937e-35,2.5320036424445518e-34,6.408610147846422e-30,3.406076741785409e-30,5.603612409128976e-05,6.97337498411447e-05,0.0001268678407265696,5.6334142498124474e-14,1.818164900131481e-13,2.0443889351853736e-13,7.458683330099364e-13,0.006524047012864791,0.015655412322164414,0.09901258218480287,0.14824726624530613,0.8512212850756132,0.9544319192726948,4.6800425873180613e-11,6.328636284354192e-11,8.020141614470384e-11,9.80817792559756e-11,1.0620936106218943e-10,3.476099499640354e-10,4.5556551587947454e-10,4.531956748737161e-10,9.210101680031249e-10,3.9170402167099916e-10,2.69730650338227e-10,2.689398329738492e-10,3.5189046763251984e-10,2.919818111967694e-10,3.864931709210184e-18,9.201703832574305e-18,3.8994594684543514e-17,1.1199131237299914e-16,1.9041458722342838e-16,1.3489944085425378e-08,4.962440491136823e-09,2.2602077519590508e-08,6.993969427018979e-09,6.849840774628598e-09,1.134407029827819e-12,4.823531896449968e-11,7.691252635237205e-11,3.410762232950521e-10,4.835958153781207e-05,7.734320165423874e-05,7.590531033411287e-05,6.968963493692248e-21,1.5429112911731672e-18,3.626536616379137e-18,9.412911360677334e-18,5.418306317497569e-17,0.8303589626408471,0.991767154893648,0.6123761769259417,4.503873736518851e-06,9.104704876394588e-05,0.00040774457539314234,0.008292369605513938,0.20638072429320384,0.40304005444653257,0.7792447543030151,0.9104149100057963,0.9004185309855597,7.592736810149738e-10,1.7127369960284005e-08,9.517486348674054e-10,2.6919486356036297e-08,1.6322568116290916e-09,0.4710536302525072,0.4635678964254607,0.2850215703043812,0.21909542594309592,3.351797694170921e-33,8.56840221324082e-33,5.829717877433569e-32,1.0635334608643809e-31,1.2110735811052522e-31
brownishpurple,shape,1.770079537204228e-05,0.00013510498088790626,1.9550996283983982e-09,9.51130554840094e-06,7.02663011850714e-06,1.5856988318814113e-07,0.00022012072539532714,0.9326895807725647,5.54566441698848e-09,2.795033344124938e-07,1.5206030074678372e-06,5.7202261705878565e-05,4.062819275038121e-05,7.816452000495066e-06,2.0425566105176405e-07,9.088242961004485e-05,3.507416590738005e-07,1.4552774387323923e-06,1.388940054011962e-05,8.782172054259533e-05,2.995998309048975e-05,2.411688101396771e-05,0.0008562879485472617,5.563611016573391e-09,1.8974426314861064e-08,3.361595624624154e-08,2.3879174972262083e-07,1.3197317630640663e-08,1.4332883956784802e-06,1.23698295395291e-05,0.00010384382803237453,2.121851003676361e-06,3.619925382727803e-06,1.162616290242235e-05,2.9563907159018102e-06,6.525023551615146e-06,3.070011383335245e-08,4.156831874905089e-07,1.6394814556678108e-06,0.0001789512121063211,1.2591490578313068e-06,1.146680375975986e-05,9.604600911068592e-08,6.413744923442288e-07,1.3855292842593678e-07,6.868846565726147e-07,0.059649105864843344,0.9427012947856427,0.9608008665965776,4.1946324081049954e-05,3.3216108205306356e-06,8.912332064018862e-06,9.057822378204506e-07,3.3345069832216626e-06,0.9890445172582525,0.9130358596261067,0.39045417899992474,5.949728907380269e-06,1.2589513607106313e-06,2.307847912726787e-07,6.169596880078675e-06,2.810135904305865e-07,0.7972121972505383,0.11716580631779706,0.800716754438263,0.27607155170758685,0.4048806864007303,0.004996501178709943,3.5393600216183185e-06,7.445150812752562e-06,0.0003127874434022865,0.8585676883785309,0.9956680178080506,0.9978690241611402,0.9935457694277103,3.535916449118137e-09,9.3946653527987e-09,7.464209942188186e-07,2.454892145180811e-07,2.6483820335906444e-06
brownishpurple,object,2.1124288682807805e-05,7.760647550639794e-05,1.920630574006532e-09,8.039345651312152e-06,6.218140445303888e-06,1.4840958394110754e-06,0.0012593088423645394,0.9052846817248023,6.976208946793866e-08,2.1770716275663203e-06,4.7348364800819675e-06,0.00016275269374849716,0.0003902518913955363,0.0003261725041319552,2.702169405313659e-06,0.0018647267142914957,6.185238932509402e-06,0.00010277897178976002,0.00013355263170527291,0.0015154455648461475,0.0005848207666078179,0.00027151249833147744,0.009584892456134956,3.708235179641247e-08,6.639674528054043e-08,9.075831029106114e-08,6.077416658180934e-07,7.356398749192267e-08,7.441887527005973e-07,7.251148528630753e-06,0.00033445221534192236,1.4113001903040946e-05,6.266744758959816e-06,2.4290100902128378e-05,1.203217054724725e-05,5.462503164059693e-05,4.2804430191483555e-07,3.6035287714047625e-06,5.194559294172266e-06,0.000263911943301273,3.878274011352983e-06,3.5109318308022124e-05,8.118814443157111e-07,1.2457420604754321e-05,2.0285349870164584e-06,1.4950704030686525e-05,0.15838411931005067,0.904559585389672,0.9303222908532339,4.7008749658476735e-05,6.132564858460798e-06,1.921057581180776e-05,2.6372672605179e-06,7.48017782372526e-06,0.992200699579717,0.9614836774747253,0.6192513496771632,8.660595865620706e-05,5.011319502748202e-05,1.0919426674023375e-05,0.0001510146769287338,2.3365947774733564e-05,0.9012202459751053,0.44919726705748964,0.9079711113571548,0.6073353097499358,0.24453005426725619,0.008202887775146567,1.8302357730410695e-05,2.260773681749402e-05,0.0002974208650904916,0.9721249184464859,0.99820378322315,0.9986406604468697,0.99757671146577,1.1512130672541651e-08,1.6252802632710646e-08,5.45068606481795e-07,9.504738757703998e-07,2.6804785342300167e-06
building,rgb,0.2544758219327547,0.3132772427751731,0.2653303979390313,0.22002957724625785,0.26715766433405724,0.04058542936596175,0.043787199195844506,0.043053870686706644,0.018691947374502756,0.01713721133435174,0.01709398409890998,0.019495621285577105,0.01682683631692928,0.016289464632323048,0.018002165308448344,0.01749683084260327,0.02065042443244552,0.021792985418249398,0.019010968447007982,0.01914803685267716,0.019265692763653794,0.01937287432097201,0.01909689723645334,0.46768010069116367,0.4644789952136056,0.46501571670607705,0.44624464963547555,0.4493841866262344,0.46828432696520245,0.4688082990076202,0.4660948207928717,0.4751278366868567,0.11173859058551981,0.0970138482754507,0.09088224942504973,0.06825751714515159,0.05744956823216188,0.3433064679576263,0.40859934969430484,0.3447675817813264,0.40524937741079736,0.40623170806866,0.021671327645360353,0.02409714567735582,0.02419476332564,0.027132718887423305,0.4980075640154539,0.48410980825901484,0.4954894240316894,0.5252789770487784,0.40804330719658144,0.40002876670123716,0.4336645075500589,0.38410784977900925,0.219700517967544,0.1446003528312038,0.3049889580599378,0.012299862520413337,0.01244960205238971,0.012426051761174988,0.013073566256456906,0.014322000375779895,0.06105531195888715,0.08774934863655556,0.11546896130218949,0.1367656214351456,0.44755707143004453,0.32028078795808657,0.45741008496942553,0.30928019724143807,0.4524068896090064,0.6074575626708956,0.6050269517035896,0.6422087651455983,0.64731050915417,0.28223268059836015,0.2799296334040575,0.2631541978021128,0.22246951311063515,0.2404398998321633
building,shape,0.01559716115816286,0.02415972978403058,0.0019882944329912356,0.001872636229954535,0.09946409334358158,0.016905591256489758,1.756127280148702e-07,0.00026315920861773366,2.149276878603002e-05,0.000385014412793125,0.0005547640752875411,0.0003401524402489595,1.4840371901258622e-06,1.7949930471660928e-06,0.8486505854266653,0.020062137430709243,0.008843058744195387,0.011666791791699547,8.335454276195593e-08,3.5360716170865177e-07,2.3355422321441195e-06,2.2343489199170636e-06,0.006066242640881548,0.04088998041188801,0.010251129517109983,0.5175901236633651,0.9118777106127094,0.006440959031882667,0.19793620197114326,0.008109674635572535,0.021034937364282972,0.5149711332399063,4.928482892967652e-05,4.0985145238473236e-06,2.9563449098210044e-05,0.8656476836402318,0.00026845553527489555,0.6226121736055096,4.76427541050455e-06,9.108591453953039e-07,5.43625561602954e-06,0.004543982934279037,0.00026478098954489616,8.320477879591363e-05,8.898025610590915e-06,0.0007356118236952222,0.0003334423661583616,1.6072690285193844e-05,9.496443609601991e-05,0.002198811136657367,7.724326580738239e-05,0.00017771723453143226,0.0003067620132017777,0.0021374136823332475,0.0001269616798600364,0.0010306617310275948,3.8283574867552947e-05,0.000849256421411443,1.3375966741511476e-05,0.00022525835351720912,8.137517182345476e-06,0.0007293048790884703,3.5041790734540995e-05,4.019554075610507e-05,0.00015619512435742695,2.529606115468962e-07,0.00013928305361284382,0.0007675026963457913,0.00033667861325986935,0.00019964276493349142,1.9013297276364402e-05,2.4977689807662046e-06,7.500551568592754e-07,2.9404348555493575e-08,2.4583504168820415e-07,3.015584997666239e-05,0.44807361942596,1.4417264126329773e-07,0.9877712309549807,0.06776841984740703
building,object,1.1027549841022987e-05,9.478211824543679e-07,2.1852062289186928e-05,3.0174001775870418e-05,9.045730141346315e-06,3.010553897199637e-09,1.119923544713559e-09,1.285110863322688e-07,9.160017080224335e-08,3.244388231727731e-09,4.0918900718838656e-07,9.771061522486918e-07,3.314504534542798e-10,6.38057189703682e-06,1.0911397404817912e-07,6.661083849196133e-06,0.0002592659372762753,0.00028998999571886694,1.0712558443285464e-09,1.497393807037286e-08,9.901253380324794e-08,3.931945686275902e-09,8.050304748407666e-07,0.003342151656764488,0.00019257181939597484,0.4734594893853956,0.5911835111623448,0.0017371037931920904,0.0015852604562579097,0.001153852059428427,0.003155861837694623,0.522745593090901,1.223924273113587e-06,1.311994737101934e-07,3.579004749373806e-06,0.0025387834621301677,2.8658896326220225e-07,0.0011552838916462224,2.1979587736850314e-06,2.1209551666559176e-06,1.083744549111022e-05,1.051616821462109e-06,1.0449919719065064e-07,1.1328940604404844e-05,7.359646692086761e-07,2.7550916977198207e-08,2.3429374396166683e-05,1.4826111796144275e-06,5.542595396117846e-06,0.00011308198221289106,1.1336287075357599e-05,2.1950920833517718e-05,7.463405323104749e-05,0.0011309033873144346,1.1618144215338196e-05,3.8139353995098844e-06,3.820548764504009e-06,9.490035744794356e-07,2.7988553711303613e-07,4.948350992161579e-07,9.365640665074542e-07,1.7541208008287217e-05,7.654125019742085e-07,8.066111953537298e-07,7.496839076410476e-07,6.124496211927363e-07,2.4705871747774314e-06,7.790589852716953e-06,0.013478426190748315,3.293912074625779e-06,2.061450135606801e-06,0.005233212858386757,0.00014273635427774036,1.4752881345416122e-06,0.00022926126576994227,0.0002150422022094076,1.3446820050751459e-05,3.9863509986190175e-08,0.15431558613745952,0.0005032286394442674
bulb,rgb,0.9999021784543897,0.999997751289612,0.9999740568830379,0.9997958697817647,0.9999868821065986,2.5687880717906585e-12,4.677597173856657e-12,2.4749435716416936e-12,1.0362044117197246e-15,6.199953568147039e-17,5.831339060957382e-17,6.06724663429904e-15,2.8050521729125764e-20,4.016808370153373e-21,7.234854775542045e-21,1.7239217025354033e-21,6.050666608367215e-22,1.8723288866855496e-22,3.2038845963197823e-15,3.8093674320998226e-15,4.394697745346701e-15,4.985919908061647e-15,3.39617400394223e-15,0.0025632768041653833,0.0019859758793262313,0.0019921427545158657,0.0010553228705693807,0.0024249178068446856,0.003280975680248494,0.0032842477349957263,0.002547577758396455,0.0029577742111233586,0.06652131493281772,0.012367495730307976,0.004283840702755528,0.00011418264600495465,1.0618315683820036e-05,9.093707163487811e-05,0.00022009361895934746,5.444243115447502e-05,0.00015685115642208845,0.0001597066372301551,1.0713046238345346e-13,8.329603692605773e-13,8.287787621880627e-13,5.06726547219062e-12,9.234125610471297e-10,5.871766479936354e-10,4.829677528428867e-10,0.9999952051125433,0.9996544160823825,0.9993905021060808,0.9993065529141563,0.9966001377216258,6.26132304083165e-16,4.0229367673715466e-18,6.83879601506021e-16,4.7229358536723615e-24,9.58624082427853e-25,1.0457138550751636e-26,1.0972768243322483e-26,6.667105362621089e-28,5.502127997695792e-15,2.4451812881644857e-15,6.711329407327431e-16,7.820371919104389e-16,0.0012728912394490929,7.138898535024344e-05,0.0009780611835359704,4.541140526455295e-05,0.0005781568929253638,2.6295894642625035e-35,1.821213294647268e-35,2.64060050617225e-35,9.875759843631592e-36,0.999992899973634,0.9999924368725237,0.9999824860295693,0.9997755875671941,0.9999335725148498
bulb,shape,0.023796930392093647,5.8875534748784907e-05,0.00022106569994958153,1.6973507792104123e-07,0.0006222438027013225,7.763058586116552e-06,1.845505958909046e-05,7.387504108113851e-06,7.094814270688296e-05,0.0007967864496870608,1.8569498348317245e-08,8.073999477431334e-07,5.755401998388951e-07,6.687984177684571e-08,1.1536068527593764e-09,2.5147974676678916e-12,7.442815004251772e-13,3.1474653778517816e-11,3.6540380800296216e-05,1.5236884157583903e-07,2.954971547283922e-07,1.5348037756470157e-05,1.5990134121078297e-08,0.00012443602461900338,7.57412336073758e-05,2.2308090115598317e-05,0.00010290594780901921,0.0005163287628125811,3.4926301897480075e-07,2.3381076253478353e-07,8.033618980276439e-07,5.774880847860489e-05,1.682349613941908e-05,0.0001088690607540039,2.9798342278591446e-09,7.712223279474896e-09,1.419196957148204e-07,0.0003308485829238672,1.294081267367328e-07,1.040262590728626e-07,3.279277965657795e-07,4.1960809017588876e-07,1.0757232917843362e-09,1.0424921221863425e-09,1.0761473077648714e-10,3.667673787598252e-10,1.6622911329948047e-05,0.0001322014778963671,0.00032695066261462284,0.9998862360506756,0.9996221449789746,0.9999865959975133,0.9997132950373565,0.7856276018541014,2.047714387237886e-05,5.603580432430782e-05,0.002178670982070464,0.30186552285882917,0.9575494606880448,0.9578633631641985,0.2711871062598426,0.9399752613013325,8.500379811682304e-07,1.6060965670758284e-05,8.188685458857963e-07,8.829426480944433e-05,2.3695502516396748e-07,9.769168783277687e-07,1.8298802330798205e-07,5.159406130780406e-06,2.5789581526984918e-06,5.971378316945677e-05,1.9426540424195212e-05,0.002806502878579182,0.0077958736945667245,0.00029679661700805846,1.898729717143132e-05,0.00013583272567503518,8.129817436465945e-08,0.00045985508171010543
bulb,object,0.5291167316118097,0.08773452459283354,0.03147251497178324,1.2712434088107851e-06,0.01222506538576437,2.9741956082490198e-05,0.0069888262731067075,4.917438635795783e-06,0.00011933157056449168,0.00018335406868249117,3.774574159128004e-07,1.5324403154611828e-05,1.1721680039262304e-09,6.006228032355668e-10,5.926298432096004e-10,7.734761784187297e-12,2.2949008563101141e-10,6.662885627088351e-11,3.0891734232770237e-08,1.1677830091395068e-08,1.0839235341349516e-08,8.277672359875862e-08,1.5623868980937723e-07,0.8377472814902385,0.8205114341304408,0.5330895972191999,0.6712043072639708,0.8984777398603828,0.007338710249815726,0.005257783877677751,0.04186398403589665,0.5035551486394069,6.063799150159027e-05,4.72076787782236e-05,1.8143767695803726e-05,2.4140557005943806e-07,0.001018263663922797,0.0009312022003016329,1.776237078402461e-05,2.949332011317639e-05,5.1948437633096847e-05,0.014127795039133447,2.3787642883243397e-08,5.219605354097151e-08,3.0439666918084486e-08,1.2269360295380702e-07,0.00293028366853199,0.06115607532354872,0.0735401535742332,0.999963354163859,0.9999680228037509,0.9999795320999594,0.999954692761616,0.9982392161703385,0.0032215942140510438,0.00038412085912911497,0.028618510727100928,0.0006974210701735665,0.004297834999327666,0.0010987207237784637,0.0007297281267314288,0.0005304179035551255,2.9442410648017667e-06,5.793072376214693e-05,2.5281993621507898e-05,0.0027605902392894613,0.030054790548402033,0.007509171704320153,0.025864657107673557,0.02486854957535601,0.023932466049947466,1.5480175501995882e-06,1.8197307699696298e-06,3.0370533695596196e-05,0.00010487039247140508,0.04806160692568248,0.0010960723298920534,0.00015566563582710555,1.0085017133644224e-05,0.009856149111609758
butter,rgb,0.998365228169465,0.9877654523368039,0.9641512670573085,0.004350454318223882,0.0005703808113312083,1.0431396595252729e-39,1.897099301744961e-40,4.0151087712693505e-41,7.173155523372198e-24,6.826144231544709e-26,5.621288857089346e-26,3.1832170208030098e-24,2.5432623443889336e-46,3.505652964459695e-48,3.299579345216997e-50,2.0929630198326305e-51,7.016251402185594e-57,1.486049301421554e-59,1.0346929372453303e-26,8.061287486528379e-27,6.6163142405253e-27,5.58509187173605e-27,3.581852754434548e-27,4.709645638380139e-59,2.97155951915725e-59,2.793698691497267e-59,3.8896475594989212e-59,4.670942484447483e-58,1.0324442548614355e-58,9.651411055675092e-59,5.711437285565563e-59,2.8477636876109903e-59,1.9758273865460788e-16,3.3887915127129155e-16,6.313355032947164e-17,2.6527111360206365e-16,4.1975680714398527e-16,2.0172078586296613e-56,3.052998812088124e-59,2.688196650914573e-57,1.514271148715437e-59,1.403922804768164e-59,2.5837920613766974e-23,5.040938141228482e-25,2.400058911601435e-25,3.433980019695262e-26,1.0869702709791605e-81,1.5281396335615922e-81,2.0726309522554927e-82,1.6620712825598002e-31,2.008236386766817e-31,6.189932606724778e-32,1.1252988752043898e-34,4.607811597899381e-34,1.2168381588557595e-82,1.5213972203782662e-81,1.180509712120981e-88,6.342564298927029e-46,2.723811845835067e-49,1.9123280366148676e-54,7.950195544255956e-57,8.302504581108307e-63,2.7887618490044034e-57,6.814859611706519e-65,2.4317013011200186e-71,4.64435678048986e-74,6.25516919176632e-59,3.257243122768175e-55,6.549597547318929e-60,3.9895397642941324e-55,2.0840586006913456e-60,1.360778967472743e-150,8.902656833032975e-151,2.147404430425145e-152,1.7245221071223895e-153,0.49087821560832223,0.27692390479563855,0.09264312465089443,0.27192896428149305,0.12323184854619403
butter,shape,7.028831955209647e-08,1.6820004646177661e-09,2.7255426994606495e-06,0.0015400474203086604,0.00011850940989085459,0.956437441780469,0.9872907532206654,1.3815704516974311e-05,2.4794174848504844e-06,4.169296519866249e-08,0.00019463555691333543,2.3181558879294725e-08,3.6028583448821195e-11,8.023763551289814e-15,0.956367726331119,5.011112036164442e-08,0.0001051309071015865,4.4215249099872954e-12,4.2017291587986744e-13,3.1581222130588707e-14,2.8191924562494676e-14,3.672688365020942e-10,7.257460809435718e-06,0.0012819772273426143,0.00039070899399509936,0.5248786654510192,0.1240108620326793,0.9520301935544646,0.9996204616852149,0.9990446654924776,8.699065946867703e-05,1.0677350008589254e-07,1.1584081085066409e-05,1.4329762269415022e-08,3.5084706946637375e-07,2.9247877562327923e-10,2.0906518319723238e-09,3.4717840120277036e-12,0.00031692002703755443,5.9115636634228054e-05,0.0011459981597523432,0.002414296583858817,3.967799644853776e-06,6.295281813644143e-08,0.0005953096672183053,3.6822178355011974e-05,1.0363434969835275e-07,8.475643448053716e-05,4.318688693569005e-05,3.414432026966108e-08,5.3614967692579045e-06,2.1360367488911734e-06,4.856401641737676e-06,4.728663935418674e-05,2.9326002839079066e-06,5.345964484793379e-06,1.6229643703645576e-05,5.04720146971347e-08,8.718248973495465e-09,5.518464829902801e-06,8.425471120443372e-05,8.937385434129753e-08,5.7859954241577096e-06,3.651761746880668e-08,3.2619039781385604e-05,4.0023913066388355e-08,0.04191217447826633,0.03463817109138383,0.0004056178209971122,0.046810926554554405,0.050934250603024256,1.4297751177299386e-05,2.2919746231065057e-06,2.8384156687687183e-06,0.0003468006142325006,2.0676480111345348e-06,0.0005494804165919636,0.01713110534145406,3.6474717657412257e-10,3.105670822484154e-05
