Token,Type,0-arch/arch_4,1-arch/arch_4,2-arch/arch_4,3-arch/arch_4,4-arch/arch_4,0-banana/banana_3,1-banana/banana_3,0-cabbage/cabbage_2,1-cabbage/cabbage_2,2-cabbage/cabbage_2,3-cabbage/cabbage_2,4-cabbage/cabbage_2,0-carrot/carrot_4,1-carrot/carrot_4,2-carrot/carrot_4,0-corn/corn_1,1-corn/corn_1,2-corn/corn_1,3-corn/corn_1,0-cube/cube_2,1-cube/cube_2,2-cube/cube_2,3-cube/cube_2,4-cube/cube_2,0-cuboid/cuboid_1,1-cuboid/cuboid_1,2-cuboid/cuboid_1,3-cuboid/cuboid_1,4-cuboid/cuboid_1,0-cucumber/cucumber_2,1-cucumber/cucumber_2,2-cucumber/cucumber_2,3-cucumber/cucumber_2,0-cylinder/cylinder_2,1-cylinder/cylinder_2,2-cylinder/cylinder_2,3-cylinder/cylinder_2,4-cylinder/cylinder_2,0-eggplant/eggplant_3,1-eggplant/eggplant_3,2-eggplant/eggplant_3,3-eggplant/eggplant_3,4-eggplant/eggplant_3,0-lemon/lemon_2,1-lemon/lemon_2,2-lemon/lemon_2,3-lemon/lemon_2,0-lime/lime_2,1-lime/lime_2,2-lime/lime_2,3-lime/lime_2,0-orange/orange_3,1-orange/orange_3,2-orange/orange_3,3-orange/orange_3,0-plum/plum_3,1-plum/plum_3,2-plum/plum_3,3-plum/plum_3,4-plum/plum_3,0-potato/potato_1,1-potato/potato_1,2-potato/potato_1,3-potato/potato_1,0-semicylinder/semicylinder_1,1-semicylinder/semicylinder_1,2-semicylinder/semicylinder_1,3-semicylinder/semicylinder_1,4-semicylinder/semicylinder_1,0-tomato/tomato_2,1-tomato/tomato_2,2-tomato/tomato_2,3-tomato/tomato_2,0-triangle/triangle_3,1-triangle/triangle_3,2-triangle/triangle_3,3-triangle/triangle_3,4-triangle/triangle_3
corn,rgb,6.706676746931357e-237,3.327162458556014e-247,1.5261239354969988e-254,8.416293067282326e-267,4.417803124760666e-260,2.5064838156941064e-26,3.2252690996363364e-41,0.00011232663182196417,0.001385918669054232,0.016464736179586954,0.18690885346207503,0.97421658379162,0.006063746621459147,0.0003736654974097751,0.0003810613231865182,0.559960770558321,0.5045352285290432,0.6273163326669143,0.5503216174940795,2.2577587430198947e-79,2.202432421717734e-74,1.2632083100955605e-73,1.3700776966712474e-67,1.0140440784288021e-60,2.2972941012172548e-104,7.60115580850921e-107,6.397200145156279e-107,9.56583156730332e-107,6.356001089681887e-108,8.058312159861258e-29,3.820574151600421e-30,7.537682523840948e-28,1.4830947986770048e-32,3.819979687420174e-189,4.694502444883276e-191,7.141899277928963e-195,1.8758951472104325e-193,1.277031728285278e-199,0.30652141762749163,0.5978415493679988,0.8897157295872192,0.7885586555317667,0.05916978350211367,4.393353354681783e-119,3.98294412968241e-121,3.934266810301819e-121,4.8383150291194174e-123,1.9451244964775154e-89,8.162349915648958e-107,8.994857177567395e-87,2.933704142959499e-84,6.387420991249244e-69,1.7179283849272686e-68,1.6865261720489716e-89,1.0112044391354293e-98,0.0068965417523798415,0.00020384356831219157,8.271546092988378e-09,5.147011734720952e-10,1.321704723500568e-15,1.1259112334450172e-24,1.4395332708899485e-26,1.2622791788460325e-27,1.1577718746635577e-27,1.4453731252389557e-186,2.6910870978117957e-183,4.729934031610767e-174,1.2535651864318533e-169,3.284141842737671e-150,1.1748092045013896e-159,9.19415672724771e-182,3.95398572391948e-185,3.0732569692903657e-196,1.0118005031704212e-69,3.3813521494317373e-69,1.1394819297517039e-66,2.7033364035229223e-61,1.310764814522673e-63
corn,shape,9.462413422591598e-12,1.0965217418560837e-07,2.483431982998265e-12,6.310590198907981e-13,1.507762163034245e-10,0.0005254848422908579,4.619745576893091e-13,2.4699192142074816e-09,2.4685403398981322e-08,7.0675613791831834e-09,2.4070323528422407e-05,9.636348595961153e-05,3.929835879905024e-07,1.7010550842782045e-07,4.02543170400482e-07,0.0009656438132785818,0.09894391092028407,0.09594247504007873,0.0005311331229035133,8.317801727241559e-09,2.5264937956239467e-08,2.3191276288228003e-07,4.282252988729718e-07,1.836087875676575e-05,1.390992128273221e-09,7.25854317399379e-08,1.9144311305120956e-07,3.67798336031694e-05,1.1325137466911083e-05,0.0003147802578279967,0.0038331961924984977,1.3968993060413067e-07,0.0001594174617047834,3.6480545601893937e-07,4.705845252828719e-07,7.470749273557651e-08,1.4982271401133415e-07,3.853057323469534e-08,6.820289654769911e-13,2.3542523709231375e-12,2.4750982430308333e-10,2.6558923559289104e-12,2.8337839732573125e-12,4.14412583114162e-06,1.4305941933300637e-06,2.1614270167368194e-07,8.049977190455583e-06,1.209060151158203e-08,2.160742718184588e-09,3.156573878452037e-09,1.0363647041762065e-08,1.2719622244296505e-07,9.266686305084146e-08,3.694914243914138e-07,1.0874973491379442e-06,9.02011259465585e-09,1.8782319477437666e-08,4.043750408855047e-08,7.328106210128882e-07,2.5942927583894214e-08,0.00011984988553628298,9.588679663549862e-06,1.193501740303069e-05,2.170897462465954e-05,1.6387809418381155e-07,0.0003113713495041666,9.056458845366963e-09,3.659730106283694e-06,5.8965225929032285e-06,0.00014102342692617683,0.0002085030199082135,3.8701758229548085e-05,1.407783993566846e-05,6.019819734679224e-11,1.913555460226889e-15,5.9083111741719745e-08,7.084810887207173e-12,8.991819631414e-09
corn,object,4.2509578961490247e-10,2.2114447247276705e-07,5.499993401913175e-11,7.901770102606299e-11,6.844960883794846e-10,0.0046909529622329495,3.9297112448056696e-11,6.320772543410899e-09,3.774568023670478e-08,3.429005705564336e-08,9.82776129977177e-06,5.94598211955253e-05,6.775653053545332e-06,1.3709193939614794e-05,6.439198605347721e-06,0.006716235611332542,0.29160141159346875,0.2170468274725749,0.00020747071475902564,8.893031805935406e-11,1.2318192380457895e-10,1.2156299607943396e-09,3.5060766676070407e-09,1.402753388001646e-06,3.453408220872416e-11,1.6174873979609762e-09,5.00453169183022e-09,7.583435432931591e-07,1.0381547282893724e-07,0.00019135369092446473,0.0018881217797055878,4.3082485457409015e-08,7.699184445626084e-06,4.937338931390695e-06,4.997615346283301e-06,3.1780388748385356e-06,2.0278987056121206e-05,2.959018769105618e-06,4.415855767256751e-10,5.790833378043247e-10,5.659769001409859e-08,6.397784970659135e-10,2.245732785731838e-10,7.730735539970403e-08,6.905578289058103e-08,7.258454859815115e-09,7.561830555869673e-08,9.534836904015496e-11,1.568846529032985e-11,4.404881133565669e-11,8.676715284511231e-11,1.4092444024402194e-07,7.511565583966125e-08,8.725407819714428e-08,1.820403767746526e-07,8.43702071878979e-08,1.370289541185486e-07,8.891919911616281e-07,9.98828581901483e-06,5.79299681732931e-07,0.0007819988739078299,2.183329565622369e-05,5.0687503312767445e-05,0.00022686240376140415,3.4493093082346e-06,0.00033663605771107064,9.082802250985552e-08,1.4761029761308655e-06,5.834841856749649e-06,0.00017604172125472773,0.0016802973877719902,3.2460405094745296e-05,1.3960213771789716e-05,4.376118630361324e-11,2.0851589399694287e-14,4.483541673284707e-09,2.0532329809034977e-11,2.145956481557505e-09
cube,rgb,0.9311076039743789,0.9469532544825177,0.9551959191314215,0.9667716307033696,0.9616113502058841,0.12221424465060725,0.1707190047214691,0.076036063990122,0.07425622230196252,0.07431378520819666,0.07203796780382381,0.06170932107737239,0.0631641899520786,0.06390181067552841,0.06374385729829464,0.06857124722715295,0.06874634041153066,0.06819214532424936,0.06845042046413925,0.46386651992314876,0.4286715441635148,0.4229399908547565,0.37957588344714593,0.33535075841595063,0.5304793845519461,0.5463986755807453,0.5468559870961136,0.5451030444669941,0.5526519484024004,0.15900441508870342,0.16338685294313646,0.15454372297930066,0.17229455325159884,0.8128196582379843,0.8205067969747999,0.8324551940522222,0.8284298000710573,0.8489668123578964,0.07112945619551264,0.06962045999316326,0.06733703808849945,0.06817197753240031,0.07141026721745346,0.5850525736438028,0.5954555368095003,0.5953079497800046,0.6042642008931043,0.4874132047511726,0.5988917185472287,0.4585551025140342,0.43987587721517313,0.25659784115840584,0.24872671234122753,0.36414100863169124,0.41982055111869226,0.06015100335985852,0.06103809459614309,0.06505088362549603,0.06628394903971868,0.07302336654054216,0.09100911765417335,0.09405535009960547,0.09462093874214138,0.09470909112943858,0.9200687507019887,0.9130156870079067,0.8930739582961403,0.8783498751020641,0.8111003715128287,0.7030754940796886,0.7981526265566744,0.8107288006283632,0.8487822589842972,0.39731937674752255,0.39342491318901,0.3758480775425068,0.34078359248766976,0.3556161742559853
cube,shape,2.0666635618776887e-10,8.104871716060435e-09,2.8675161744383634e-08,4.5586864802207325e-09,3.232915834156302e-11,8.499936454732233e-09,6.536769971578566e-08,4.208416719000105e-08,7.298019095721531e-07,0.00041777901933028657,8.009925520877325e-07,2.191903073514876e-07,1.4605003311890198e-10,6.185221723680814e-09,3.3274519372945954e-10,5.602990844361999e-12,3.264977598552254e-12,1.0294861001256028e-11,0.7696173737896942,0.460149395833765,0.9634262860403421,0.4498059856636427,0.22644803407105327,7.360725383773211e-05,1.555584156285705e-05,5.467122559376853e-06,3.1782713565737394e-06,0.00013584494185987865,0.1495290048297326,9.530143606251717e-11,1.0331761428757895e-09,1.776652416655465e-07,0.05196593784050303,1.146273208319864e-07,3.099116019865108e-08,4.801590522994123e-11,5.562872453147694e-09,5.754654219956663e-09,1.6423000494966413e-08,8.84244689297788e-11,8.367173731067639e-11,1.491273221872516e-09,4.74223765189417e-09,3.812389087129402e-08,1.257188102888314e-08,1.1901109644171512e-07,5.687332444251539e-07,1.1489291716197425e-05,4.41727603933376e-06,1.2539245701162643e-06,5.234922627181578e-06,2.168424300731508e-07,2.6150777896021997e-06,1.456547308909402e-05,1.833215052196093e-06,4.344405499188692e-07,2.382296617454134e-06,0.0008427754723368803,0.00033878059591244467,3.826322612824155e-05,5.674859737635715e-09,2.181187881132293e-07,1.1003808263397933e-07,2.5796768068928705e-06,2.2887473454621227e-09,1.374954055104112e-10,5.241845988162856e-10,7.439782414284706e-09,1.4394069517414257e-09,5.318182059838769e-09,3.107010950161594e-11,1.6263326697485206e-05,5.704764964992946e-07,1.3210869692944581e-09,6.308104958191696e-08,6.347321950998162e-12,1.4609033961985648e-07,1.4366636937089221e-08
cube,object,1.4271978935331528e-09,3.166247392573522e-08,5.168085692601282e-07,1.5842974470530154e-08,1.4400334436097768e-10,4.500682865759777e-09,2.859680713794924e-11,1.0372690446318635e-09,4.8044646641102156e-08,7.305716889931909e-06,4.195844999070532e-08,1.0767220692161515e-08,1.5777751685192582e-12,2.7068686303371253e-11,2.676350107403278e-11,4.116523030875771e-13,9.329222171669779e-14,2.0007034804883974e-13,0.026393314841034445,0.4472848521423794,0.9865167106001848,0.3393659185657326,0.18166625566363817,0.0002899792732261985,1.78819214701523e-05,3.853521413768629e-06,3.8469153830934675e-06,7.21080290113367e-05,0.18245685724339916,1.8559474028659416e-11,3.57187682706439e-10,4.158593052976527e-08,0.0066455581629691575,9.522698404540097e-08,3.0471151040647576e-08,1.2965951543966319e-11,5.973824127141382e-09,1.0975021791253363e-08,1.4381634675484371e-09,3.2382059005348816e-11,2.528276121062856e-11,2.3700128182023247e-09,2.5792949245375126e-09,4.941102818530568e-08,8.546983406506014e-09,5.2777951394638485e-08,2.742085078268756e-07,1.9271146792284117e-05,4.476071082191816e-05,1.2334347170812137e-05,1.9874683687040023e-05,5.911505704188893e-08,3.9010556618034554e-07,1.8940033389769418e-06,5.792041761811108e-07,5.103529773416766e-08,3.5725627416528577e-07,1.8739023092636765e-05,3.4596480608476116e-06,9.018237712333823e-06,7.889599570317357e-11,1.4839470238626125e-10,4.4504143084276377e-10,2.1737667867009543e-09,6.765061611759734e-08,5.290888692918159e-10,6.205244162080228e-08,3.807314663794325e-07,2.2959461535387978e-08,5.980920547896515e-11,3.1686164095419334e-11,7.437997551615572e-07,1.537965700351573e-07,1.4000080438538011e-08,8.002724199326847e-08,1.9804547802585034e-11,3.6354419275920937e-08,1.4568567909552589e-08
cuboid,rgb,0.9979674595459396,0.9303399969513748,0.960629273673231,0.9020044254531675,0.474586492133652,3.158642473886221e-16,7.01047987072179e-18,6.341263006308509e-07,2.1427851331302824e-07,2.8453177194869702e-09,2.1041302896599723e-10,5.579466103867145e-07,2.4315453184411593e-09,4.478745513348883e-09,5.6218750418837465e-09,3.468520671600457e-11,3.000277566080544e-11,3.9858310579568276e-11,3.246088708714025e-11,4.027524837064595e-20,1.0146330779438282e-19,8.161939370268624e-20,7.127855973031163e-20,7.391016807146052e-19,2.967569475066645e-23,2.2123106205718364e-23,2.199411516600656e-23,2.4439929063602227e-23,2.1244559902934857e-23,2.7475299513165253e-17,1.2223869171510355e-17,2.964348560659462e-17,4.087663538171756e-18,0.5618887322317999,0.3982930706385883,0.7473159453502909,0.5423089093449399,0.5169313413039667,5.96133800993717e-10,8.383897713562125e-10,2.2754017060102058e-09,1.1867668911334315e-10,7.026190491804211e-12,3.410398187318086e-21,4.361777430760084e-21,4.519134411441161e-21,6.620628874051232e-21,3.406073225546964e-24,2.2942406137797148e-25,7.181898893221251e-24,1.2064981497924773e-23,9.380097702347911e-16,6.912280218654441e-15,1.9567706801130477e-16,7.332475680447695e-17,4.678992548357339e-05,4.278648130231305e-05,0.0005509205257910008,0.000143045836246554,0.000200965008344286,8.316984584579821e-08,1.431913300283697e-07,1.0356578985520114e-06,1.0082408115736788e-06,0.9998049974646416,0.9998325702848813,0.9988266806515843,0.9997836590114664,0.999153951052407,9.209133244889991e-07,2.035187175615983e-05,2.7489589239263997e-05,3.787400632089334e-05,8.325632144153914e-19,6.271826475513523e-19,6.910256680644073e-19,6.212862357443969e-18,1.8816523102968167e-18
cuboid,shape,4.194200883601151e-07,6.145243137180759e-09,3.6866776438143776e-08,1.4757490867385494e-05,3.2095345067998264e-07,3.4773174922408384e-10,5.005614443457937e-13,2.7669303369851844e-07,4.739009296030021e-07,1.063803967502506e-05,9.659583754439447e-05,6.863612796910891e-05,4.6376336932188146e-08,2.766124769383115e-16,1.7436666111173585e-09,2.0658768201468385e-10,1.9136514511585995e-06,2.1388765006652045e-06,0.0002234798427101264,1.701641880604829e-06,1.0871212245656523e-07,0.0003546381201122312,0.006024169819429281,3.778933623418968e-06,0.5277968089356733,0.6738048575548343,0.14326689523652167,0.00045094558183667114,4.176796487430625e-09,1.8458111043003689e-07,1.2649081024308544e-10,0.13894824437937248,1.2940929950657489e-11,1.4979079720963155e-10,2.6661678922707667e-09,7.594408727717948e-09,7.056730714255176e-07,2.1941478209761206e-08,0.0001508911158629927,1.6400582106527695e-06,4.613088322019386e-08,0.09952700424060108,0.0013841081764284053,1.2686065946864666e-06,2.0812242308198496e-05,2.374284151918759e-07,9.376383499664689e-08,0.00014131156076802932,7.490669682558713e-07,3.7068370975956997e-05,9.102053791163286e-07,2.8731089241654693e-07,3.912539966949767e-08,6.782079132116592e-07,5.988404667925402e-07,1.3558767056995384e-07,2.052423422192767e-09,3.033618536273661e-07,0.00013157819517701686,2.2043756350962085e-07,3.8898675536291494e-09,1.6826768194690278e-05,1.1886568242591356e-09,4.982022863741867e-06,9.35929678049041e-10,1.9434558679198954e-08,2.8811175686950325e-06,1.285525461243763e-05,1.961930069097679e-05,9.247231711789827e-07,2.61933237880758e-10,6.028600936399614e-06,1.1733311961136992e-09,1.877408275203327e-07,1.5295733143049705e-09,1.351059199267485e-07,2.133786554406171e-11,2.597775905230231e-07
cuboid,object,2.8192742000566463e-07,2.7480003439531037e-08,4.648627221672346e-07,1.775262898733511e-05,0.0002251980412196491,4.201376920535117e-09,1.5090340190832463e-12,5.886145917369712e-08,3.760170001840683e-08,5.556944050758384e-07,9.328164407445053e-06,7.157696580657651e-05,3.600371397317332e-07,1.6685832401084873e-10,5.472269033414077e-09,9.155279054636288e-09,1.683587798963231e-06,4.029037315839331e-07,0.0004916688982207433,1.3164829738691018e-07,4.346868349778435e-08,3.784056464220362e-06,6.438405047871164e-06,3.3300510857275895e-07,1.3104650409838135e-06,7.443940576960532e-06,2.1107187229468214e-06,8.13090525475262e-09,1.2800481888656277e-10,5.358728634567402e-08,1.410909648071472e-09,0.0005736197440821806,1.5474554228405766e-10,5.520725530526535e-05,0.00013967250672990906,2.2183806517734417e-05,0.000208472749981325,3.2286744922588656e-05,3.1944893935697646e-07,4.0701374797218215e-07,3.566344064758898e-08,0.0005329314873513892,0.000155424650857819,4.341380349017212e-09,2.112464080224584e-08,7.393327079819911e-09,4.274632584724991e-09,1.749372352306017e-08,8.41347388915895e-10,1.7243642619457482e-09,8.301124987902775e-10,3.758666609873401e-08,4.72343631879003e-08,3.1959154798789826e-08,6.638929694006017e-08,3.762785247525417e-06,5.472190239825217e-07,9.689513384449173e-06,0.00012736282801357196,2.1524079648462757e-06,2.968682030626809e-06,1.187462443673817e-05,5.432280039656826e-07,0.0004938068807442671,0.3831125652177058,0.6222443291655334,0.7152787093307538,0.8221626382631044,0.6876516305939684,5.622032374441975e-07,1.3953765066613862e-07,0.0003687909243790461,4.1695497139893394e-06,2.236776478590766e-09,5.076056663781469e-10,1.2129840060257418e-07,3.1111006030426155e-09,2.990880735400327e-07
cucumber,rgb,2.172128561624294e-49,4.603339255474391e-49,7.319075721832531e-50,1.6998133663327079e-50,3.874581611487746e-49,5.0711537835680875e-05,4.469270239886365e-05,0.00012460256356216446,0.00021159990887315187,0.0062703439166962305,0.007922145342154196,1.9088608237396921e-07,6.757112747911037e-10,1.0500348640010046e-10,8.169596384377379e-11,0.0006464458584452661,0.0006719151456937676,0.0004998077911895316,0.0005344714376045888,0.999999999995894,0.9999999999901046,0.999999999987669,0.9999999999423228,0.9999999998243252,0.0005783569761482318,0.00048391837244817154,0.0004773721511245124,0.0003815594663135394,0.0003528944353422429,0.9999860707322339,0.9999841881506367,0.9999727601239148,0.9999858310146943,2.800201326416975e-43,3.148638366107062e-43,4.4482144263291807e-44,1.2111369240812952e-43,3.6801931617919443e-44,0.003889393382466948,0.0016982872407287383,0.00035370204014401486,0.0008838678023998601,0.0018083888090816294,6.732480515646182e-11,2.288764676461275e-11,2.129936050427058e-11,5.869364543775399e-12,0.9999970899118976,0.9999926774148933,0.9998500369402173,0.9996747115791577,4.703167425938106e-14,2.4033989040520087e-15,1.0339371988644498e-15,3.612250052035107e-16,1.3508658068259775e-12,1.500372120298506e-13,1.2138662837756053e-15,5.37775750380155e-16,9.196537541896503e-18,2.7205577514417417e-17,6.9199446956984874e-18,7.254547072500619e-19,7.302649765257576e-19,8.049596376756813e-05,5.4284716902270726e-05,0.0004533792984825368,3.3353995149746676e-05,5.576490604931237e-05,4.166876471569238e-35,1.92490739311389e-38,7.254006104652866e-39,5.7299886050787955e-40,0.9999999999794824,0.9999999999765048,0.9999999999590372,0.9999999998776752,0.9999999999249352
cucumber,shape,0.0009472228785357484,0.0004766652959182896,0.004477198848423513,8.783324586892315e-05,3.7431565555187483e-10,0.9986458768983425,0.0008811085036847466,1.1738020986416557e-05,2.7825838707849026e-06,9.53345903779989e-06,0.011282431574141716,0.13298250927060407,0.850949267846086,0.9996226405431909,0.8516165560978528,0.9996623130532306,6.99212072791573e-05,8.354556469552473e-06,0.00012734453320246544,1.6086091728354923e-06,0.0012984476112930276,3.591303858122916e-05,1.778473416208119e-05,2.1464060669188945e-06,0.0006894350242226315,1.5404516418950656e-05,6.507908181682483e-06,1.763086179191459e-06,8.546194753612838e-05,0.9999974852853633,0.9999994744259597,0.007546094373950077,0.8212376940352292,8.903283980589362e-05,4.6416507111910783e-05,0.004136799440822042,0.0013060007775872393,0.0051465561352503925,0.012435818350793045,2.6002443728326907e-07,8.402701285957529e-09,0.0016306535207682934,4.909897501223853e-05,3.5536732528293916e-08,7.364735031670971e-07,9.154186776048432e-07,6.21555893092765e-07,4.04662173836754e-06,1.9251378601283235e-06,4.549905076238123e-08,2.2216293498979202e-06,2.68472471964599e-08,2.3194254384840804e-07,1.70648075901054e-07,7.537230817341271e-07,7.355401660946698e-06,2.795900490416942e-07,5.219419628261889e-07,5.891301720048784e-06,3.5816789488550766e-09,1.1227331810835741e-07,1.2894056055330047e-08,5.311781871666581e-06,0.0007802632557649701,0.7355331470262596,0.018230223387156307,4.012110667092578e-06,1.3364029777593802e-05,5.076182375823435e-05,4.441467922045444e-05,6.70988620238253e-07,6.443813761683807e-05,9.926781807866624e-06,0.001147271563211676,5.509289959126943e-07,2.7616489636392376e-05,6.22855566133164e-05,0.0017337792136532457
cucumber,object,2.837751282689958e-07,6.449313282513457e-07,3.501660861305232e-07,8.525581353808274e-08,6.387863906027809e-13,0.9990179158939837,0.0001653034782634605,0.00022018321329860335,4.900504896179962e-05,0.00019653967814196058,0.4359173751420687,0.2916475794687374,0.9624202112464944,0.9998776256519034,0.8385743968460738,0.9998975565759577,0.005834397422765596,0.001173689758400712,0.0009818113760750998,0.0001369814019079154,0.007658466564410961,0.0003890584261581855,0.00038226512777065654,5.810390165988294e-05,0.1630432649715694,0.00011806452293306099,3.305453690416397e-05,1.1507496805923844e-06,3.44931014164501e-05,0.9999986347345978,0.9999991062051046,0.11384632865970477,0.971216423104558,5.0952958803595794e-08,2.809071604064924e-08,4.4470518104180814e-05,6.27917584053596e-07,1.9963450911269794e-05,0.5175910000764862,0.0096958900495149,1.2061243126033986e-05,0.17314069711288568,0.013845311988160778,5.310140687151563e-08,2.826671866860702e-07,2.486478972988071e-07,2.1718967417389167e-07,6.058119550575908e-05,7.5274532697431055e-06,7.597411156548597e-07,1.0249849509325553e-05,8.952660849110224e-08,2.7825031637670856e-07,5.5007426638449874e-08,9.685168652669717e-08,4.5167729405768806e-05,2.8220299427959592e-06,1.6596725981413544e-06,2.632049292202862e-05,4.6353122183239575e-08,5.306769210154614e-07,3.304973098881999e-08,7.263530636015441e-07,0.000100081922824995,0.21572258824695403,0.01202367632261703,0.0033218923099624592,0.007197680969474747,0.004052214116260959,5.317452793852022e-07,7.32935148477743e-08,3.410984227419443e-08,7.640704762709931e-09,0.04737168467745439,9.854518171541359e-05,0.0008352073087377434,0.0008409757225594891,0.016751101658710483
cut,rgb,1.9185053294113204e-127,5.1998104833880795e-129,1.1324061204221383e-131,4.6505456904050447e-135,1.1331837670542616e-131,2.331992391764622e-16,1.9994209615065697e-19,2.1017783192964126e-10,7.005774267598489e-10,1.8562132340052085e-07,3.1005289287072177e-07,3.817286658443583e-14,2.598568459123143e-19,7.315288957995566e-21,4.962919960184754e-21,4.741779651679637e-09,4.759883800471929e-09,3.2971311008448357e-09,3.3827526743287857e-09,0.7676087298320328,0.8760374706037886,0.8670348810932459,0.8594418531189273,0.9597764107369801,6.2492314939497806e-30,1.5505892276719481e-30,1.4667779970398931e-30,1.0982667997628788e-30,5.729150682854304e-31,0.13771413680681302,0.061589689329192156,0.0728284895299269,0.023780775769551114,1.055321537215678e-108,5.2140902638100275e-109,4.692820824578046e-111,4.082882410789939e-110,3.9473471683190417e-112,1.2105670537136072e-07,3.907167909399527e-08,4.337298588143607e-09,1.1656985145625076e-08,1.2379284767960166e-08,4.714251962715414e-44,3.323617170848863e-45,2.9517597344481546e-45,1.5741443905499428e-46,1.6549460907298873e-12,1.507669446693903e-16,7.33654408189498e-15,6.198236686121604e-15,2.2301398340533313e-39,2.343264556754963e-41,4.6343649704271125e-46,1.3720301179083314e-48,2.971830127389903e-23,3.755946858630604e-25,2.4648867457150307e-29,3.0943658166946918e-30,3.1627566152000966e-34,1.4090325062631246e-35,6.763436601504547e-37,1.2690547085050166e-38,1.2582700731434554e-38,8.147035635289151e-43,1.712183816438664e-42,2.3572447964243273e-39,2.383448070062253e-40,1.7597053820696866e-36,2.3980965107165495e-90,7.417111905781643e-100,3.577274437977853e-101,4.648834611621816e-105,0.9524591607058019,0.9503109900447352,0.956810439405485,0.9789478634705951,0.9710933510902585
cut,shape,0.2523406739512278,0.015483254771790163,0.011981049679528614,0.0004267656945872664,0.0004321311276550216,8.099901153501431e-07,0.004573734127335697,0.0001407832738425998,1.1386357232292563e-06,2.77398345580853e-05,1.588659634828398e-07,3.478140910171947e-09,3.137927575207082e-11,0.0008910646261367468,2.0561082186114765e-07,1.3775365133009378e-05,4.553196177398292e-07,3.3417463556323688e-06,8.429400861420111e-07,2.6122836974864896e-06,3.5970387549478928e-06,7.497591480781786e-05,4.419243861103155e-05,8.029651951924322e-07,5.826985799839403e-06,6.90454961713874e-06,7.670344917889405e-06,8.350348750375666e-07,1.9660295089820007e-07,2.9384622569621746e-10,2.1800777111081998e-05,5.833060060177624e-07,1.5013747307004458e-07,1.497764199228861e-06,5.800997558199125e-07,6.683406543573631e-07,5.877950630601186e-07,1.142148699558708e-05,2.9391413406573132e-08,2.610569284287496e-07,0.00020910035913506903,4.2929212801043935e-07,4.6276051831537135e-07,6.606436058299742e-08,4.484818148890251e-08,1.665608975457363e-07,1.3342599954639492e-07,1.8554807585956356e-05,1.113367400740301e-05,7.112478146575396e-07,1.7230274449142565e-06,1.0864603399238319e-07,2.8031815863396514e-07,2.817532811477348e-08,5.090731969869291e-07,2.8415143149618286e-05,1.1855937911758095e-06,7.1181447611891566e-06,4.2917936836890754e-07,1.6853575914205303e-06,2.216587451899332e-07,8.306061635966341e-08,2.110726724301113e-07,8.200014424394043e-07,1.2606871380943383e-05,4.050210587242656e-06,9.179544969072819e-07,2.2168189913667826e-07,6.484364166662594e-08,1.5914489074546479e-06,2.182590880059816e-07,3.2026074889487105e-06,4.7153785126310044e-07,0.00020296437307897473,3.0296764950100394e-06,1.0137980192014607e-05,3.451445639165657e-06,7.399910469237657e-05
cut,object,4.6389526702871184e-08,1.8058891802240521e-09,7.71467085686909e-09,9.543061505143603e-10,3.7735819813859937e-10,2.844472323966275e-07,0.0003800852749353958,1.9884760345196728e-05,7.209144172727138e-07,2.441236648441786e-06,7.148018892928936e-08,1.3840536437858509e-10,1.3107606688631557e-10,1.2221850210889099e-05,1.1785916509117535e-09,5.52554455220796e-08,1.7462519822035949e-09,7.412281194645361e-09,1.7114811275464717e-08,5.271590353133299e-05,0.00023437139112884314,0.0009665356185367378,0.000498973166101976,4.61499095140812e-06,2.9888742691890337e-05,1.4236037985580033e-05,1.0141364590655994e-05,2.497471767579831e-06,7.371594798796829e-07,1.3849847413525493e-08,1.0169176413686285e-05,1.3794501787224526e-06,2.69421430870658e-06,3.9528571924110757e-13,2.1726303391376038e-13,1.160310134507118e-13,4.0977132908778994e-14,5.51593197149843e-12,1.5329363333888707e-07,3.8111699847947806e-07,8.310724890928074e-07,3.2482201395283257e-07,7.972524590021787e-07,1.0631682475838559e-08,3.823179635869227e-09,1.680731478702783e-08,1.629003855354047e-08,7.354917072036845e-05,3.98175932524713e-05,1.336843149194572e-05,7.81330234850156e-06,6.744372571626878e-10,7.602600196710863e-10,4.1883416873616864e-10,2.883510070548598e-09,8.253643406962354e-09,4.685799505089025e-10,3.6135207926524406e-10,4.9424718809851055e-11,6.607488696569961e-11,1.2184332555011724e-11,2.3074364771818503e-11,2.9406217455477025e-11,7.116127027944301e-11,5.254058012450471e-09,6.839917048993274e-10,1.1043264479308103e-09,1.3988424788657145e-10,2.586361752191251e-11,7.452166881869457e-12,3.785146086573176e-13,4.944842950975576e-12,1.8770390255518548e-12,0.043875982538767094,0.00027063814507889754,4.728761772236253e-05,6.122127613691917e-05,0.00036760433363550014
