Token,Type,tomato/tomato_4,cylinder/cylinder_1,cube/cube_3,lemon/lemon_2,potato/potato_1,cuboid/cuboid_2,plum/plum_4,corn/corn_3,semicylinder/semicylinder_4,carrot/carrot_3,cucumber/cucumber_3,eggplant/eggplant_2,orange/orange_1,triangle/triangle_2,cabbage/cabbage_3,arch/arch_1,banana/banana_2,lime/lime_2
lime,rgb,3.80023429814e-39,3.06511266451e-22,7.21211314502e-157,9.04796551309e-64,8.17837009803e-11,7.03925049761e-25,7.26257439849e-77,6.8040610258e-112,0.00950459417534,3.81008749342e-82,1.04376971624e-05,1.34886833102e-26,4.69923594782e-35,3.91345097742e-21,6.59485720095e-31,3.2507447785e-21,1.19827262807e-21,0.9999501155
lime,shape,1.01695035069e-07,6.9019401542e-21,0.00148130309039,5.91884166421e-23,0.000265372272903,5.38930486946e-09,0.000236060455219,9.70911361129e-20,4.97611787794e-08,9.38742850619e-10,0.000654973238303,2.66359017179e-07,3.09635542326e-09,1.24516774376e-12,1.06352264281e-05,2.02689574457e-11,1.90384771278e-06,0.5017596414
long-cone,rgb,1.27191893006e-60,8.06813996993e-298,1.34937367032e-85,1.77674028883e-276,3.83289189205e-10,1.33944421975e-56,7.74027971566e-05,0.996679089007,8.9104623101e-41,0.666666666424,2.05916676119e-14,0.0192715437877,3.93278553001e-89,6.13055167028e-277,0.00135522465363,9.40101258777e-271,2.36111006409e-29,5.64340035404e-123
long-cone,shape,1.53427632873e-09,3.63526420486e-13,0.0143776229441,2.8777436696e-26,0.000243032185802,5.92302260778e-07,8.96734831101e-06,0.403054682998,3.23928516211e-06,0.999951960711,0.0340602139147,0.000414695626866,3.9796541326e-08,6.16271755857e-08,1.31340634664e-07,1.15023256174e-06,0.000747304888058,1.33244451809e-16
orange,rgb,2.61562920411e-11,1.27063592744e-10,4.21326356278e-17,0.00910074308232,0.932498795802,1.03404722833e-21,0.0238812006037,4.92174224414e-07,4.86487273129e-11,0.664496336619,9.18258626176e-06,0.00109869049467,0.958222304691,4.17250481658e-10,0.00107912416982,6.62366004722e-09,1.35416986987e-05,1.00305353898e-11
orange,shape,1.81234217391e-08,5.69636692618e-13,0.0947969310235,7.28688739473e-17,0.0061278562868,0.000146950366385,5.49962855325e-06,1.42185882052e-07,3.24074614396e-09,0.883548945312,0.000381960353341,0.000270168524465,0.0142504198353,7.14448696577e-08,1.35696905675e-07,0.249210685569,0.0239097047566,2.17953250044e-17
ovoid,rgb,0.0,0.0,2.5693355754e-183,0.0,1.30168151916e-84,3.80208264809e-54,2.24654680721e-234,0.0066291381787,2.32754694437e-23,0.0,0.998602864147,0.998687484006,0.0,0.0,0.336625076813,0.0,5.87063675106e-147,1.47825517957e-52
ovoid,shape,3.22580098353e-14,1.32205512681e-20,0.000168453199134,1.2334883142e-38,5.5088073807e-06,6.5969827941e-11,4.61738177668e-08,6.76803126616e-14,3.37591857002e-07,0.273738937264,0.530738164385,0.898890997297,5.28467341373e-13,2.45532628783e-16,1.03020188152e-05,0.262307625754,0.00127820558867,8.35334001331e-20
plum,rgb,0.00100032736282,0.0,6.90847087173e-14,0.0,4.15068189985e-07,3.02011402268e-118,0.0468473462314,5.08110089619e-71,7.73183172975e-79,1.30728684947e-50,2.28265836067e-42,3.67335894766e-11,1.31699525009e-61,0.0,1.99368594271e-05,0.0,1.80511174305e-246,5.90404521757e-221
plum,shape,1.95127085003e-10,6.04066203073e-15,0.0360061644469,2.84013690935e-28,0.000289917277066,0.00110538049781,0.998483353059,1.71000221721e-22,1.99080642362e-07,0.333175872315,3.42137338877e-05,0.188746147245,2.1427303623e-10,6.35200347477e-14,8.77185419721e-07,9.65447878985e-20,4.40607202757e-09,0.48111152844
potato,rgb,3.59948562267e-34,4.12006331659e-39,1.29110778929e-55,4.22554408011e-25,0.998628576428,3.61851144945e-70,3.29191750025e-06,1.46333316142e-18,9.22442949706e-41,2.10711766562e-05,7.47725288196e-17,2.69844289406e-06,4.12243048836e-05,2.3214546285e-36,1.06253009722e-05,9.90519442787e-34,8.05348875448e-11,5.41122809858e-46
potato,shape,0.0185841417031,2.39214229364e-11,0.00827291488207,2.04229367342e-12,0.218243295287,0.00171386095146,9.96607060819e-06,2.18510261228e-05,1.49898040373e-10,0.333682370329,0.000173661213942,5.04141077463e-06,0.118414735806,1.66406381864e-09,5.3016766435e-07,0.236869072998,0.000231550712069,3.95162863273e-19
purple,rgb,7.95867832249e-09,1.87240339131e-40,3.92895943498e-08,3.32900563304e-63,0.00575157153774,0.0251370304866,0.0261935902071,0.282868797096,0.201912426436,8.06642368046e-21,0.200285239643,0.974238911823,1.69145921557e-30,9.16165344195e-39,0.998199947443,4.11155380794e-40,2.15979840465e-21,0.000259962459552
purple,shape,7.9743152284e-12,3.95606818721e-23,0.0351995274967,7.69718186092e-36,8.21564033669e-05,1.0587020588e-10,0.967595961352,3.25583438e-18,6.15067435026e-07,9.41534018659e-10,1.92892240147e-06,0.997464945021,1.17048749822e-08,7.38530513019e-17,0.998528757954,1.54308768247e-20,1.38694254996e-08,0.326536461094
red,rgb,0.985556427239,1.2088074516e-53,3.69657286065e-11,1.69907557356e-08,0.000448526473425,1.19561153048e-81,3.68316279229e-20,1.53775987821e-101,6.2003657469e-38,0.00101978283388,2.69824082309e-33,1.54813483561e-22,0.666666603539,9.75341458823e-56,4.44206177408e-18,5.87800835432e-51,8.40749350794e-112,1.47236396124e-46
red,shape,0.523431814396,0.201996612634,0.46918375712,2.57324228572e-05,0.952492288322,0.84896786031,6.2860032084e-06,8.98640439956e-09,0.233157755543,0.00136666295543,1.9286272512e-06,0.0663965823481,0.00215069449555,1.03517219255e-10,5.0564552414e-06,0.999999999938,3.0953251912e-11,3.56475619116e-22
semicylinder,rgb,0.621290954492,0.841153343336,0.529444953725,0.956287430999,0.156713614562,0.0360043238636,0.0014725588976,4.20780739838e-06,0.141680124474,0.00402033551241,0.0465240085224,0.029370382101,0.356497873446,0.801197805956,0.0696963064928,0.833861531069,5.01403005929e-05,0.672144772612
semicylinder,shape,0.00468105656631,2.07627830468e-12,4.73157290622e-06,3.72181879285e-30,1.5742192118e-07,0.1929879899,3.54509267388e-06,0.594978502107,0.99831610819,8.00315916221e-10,0.16429047429,9.73512144653e-07,4.52138606369e-06,1.26790361567e-13,0.000948707010595,1.63968175239e-22,0.000150366838144,6.40149349946e-09
tomato,rgb,0.984702266422,0.0,1.46691889795e-11,2.69557255253e-182,4.42258875209e-05,2.3545144273e-177,9.07572710014e-19,6.4765036573e-142,3.06654044078e-103,0.333333333046,1.63667061457e-64,8.44742294109e-30,2.42835113816e-06,0.0,5.69181551566e-22,2.3930736003e-309,3.6764689475e-286,1.16413087623e-210
tomato,shape,0.741276815858,3.24093251293e-29,0.124660360783,3.89679036988e-10,0.937200321563,2.6005041695e-09,2.51914919582e-07,2.01272758319e-15,6.73404276993e-09,0.00131232860676,0.000145245189509,4.02190383871e-05,9.20316260154e-05,1.63097398964e-19,1.11565264729e-07,9.09318681527e-16,7.13437640396e-05,7.20571910424e-17
triangle,rgb,0.481003029675,3.07135515989e-09,0.820607617869,1.32181838761e-12,0.0442447878769,0.964864784487,0.0155804414207,0.00124679218361,0.911027935444,2.9428810036e-09,0.196976656213,0.217699633923,2.02282756789e-06,3.89828630178e-09,0.423566872667,1.89560171073e-09,1.29135138797e-09,0.133494538298
triangle,shape,6.95476583319e-06,0.399288571128,0.00608681291878,5.62329079335e-22,0.00341406177134,1.49720508855e-09,0.000378093496973,4.46126473411e-21,1.55193344353e-07,0.334926953113,0.000230448136431,0.000968725115115,7.2034061407e-08,0.887317799784,1.03204952863e-06,1.84243225776e-15,1.39023100751e-09,6.24096269951e-14
white,rgb,1.00514549533e-127,2.38276949939e-203,1.16762132924e-81,7.5760133059e-233,5.40405511624e-21,3.10725925502e-61,6.64432386467e-52,0.994425282341,9.41136883213e-39,7.86947994012e-36,2.81314799227e-11,0.0226383105688,3.29194566343e-103,6.41797956856e-191,0.00120120139142,3.14330623471e-189,1.00054986378e-21,1.71333569595e-81
white,shape,5.45744465742e-10,2.90731781206e-19,0.000212163837389,3.89093979942e-31,0.00020776370466,5.79783983081e-07,1.95620660781e-06,0.400785871336,5.12452203876e-06,0.000123343905356,0.0204908867497,0.00759825449199,6.67765231359e-10,5.93349770372e-16,2.13479659983e-05,2.80172639041e-09,0.00132180904392,3.75870445417e-23
yellow,rgb,1.10300559263e-59,0.999998792189,1.1200456694e-10,0.999945980843,3.27794118444e-09,1.61876785299e-36,1.24828817486e-38,0.00280643588716,4.21051316545e-23,5.19554329233e-34,3.86442648805e-08,0.000696263680254,1.93727529729e-12,0.99999775974,0.00110866723658,0.999999365908,0.998467983702,9.41967333908e-19
yellow,shape,8.8896110256e-07,8.84651954644e-11,0.00686261190161,0.621919361356,0.266829683161,0.078266892719,0.000477198520196,4.81895437674e-11,0.000511446626894,0.00663358156077,0.160924633125,8.08529147305e-08,0.183012996034,1.56697251854e-12,1.68245724457e-05,8.47458660562e-08,0.0626514938094,1.84685578728e-10
