Classifier,Test Object Images,Ground Truth,Selected by Classifier,True Positive,True Negative,False Positive,False Negative,Accuracy,Precision,Recall,F1-Score
tomato,tomato/tomato_3 (red tomato ellipsoid)      banana/banana_1 (yellow banana arch)      cucumber/cucumber_1 (green cucumber ovoid)      cube/cube_1 (yellow cube block)      ,tomato/tomato_3 (red tomato ellipsoid) ,tomato/tomato_3 (red tomato ellipsoid) ,1.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0
 ,,,,,,,,,,,
cylinder,cylinder/cylinder_1 (yellow cylinder block)      banana/banana_1 (yellow banana arch)      potato/potato_4 (brown potato ellipsoid)      tomato/tomato_3 (red tomato ellipsoid)      cylinder/cylinder_1 (yellow cylinder block)      cylinder/cylinder_1 (yellow cylinder block)      ,cylinder/cylinder_1 (yellow cylinder block) cylinder/cylinder_1 (yellow cylinder block) cylinder/cylinder_1 (yellow cylinder block) ,,0.0,3.0,0.0,3.0,0.5,0.0,0.0,0.0
cylinder,cylinder/cylinder_1 (yellow cylinder block)      cylinder/cylinder_1 (yellow cylinder block)      cylinder/cylinder_1 (yellow cylinder block)      potato/potato_4 (brown potato ellipsoid)      ,cylinder/cylinder_1 (yellow cylinder block) cylinder/cylinder_1 (yellow cylinder block) cylinder/cylinder_1 (yellow cylinder block) ,,0.0,1.0,0.0,3.0,0.25,0.0,0.0,0.0
cylinder,potato/potato_4 (brown potato ellipsoid)      banana/banana_1 (yellow banana arch)      cylinder/cylinder_1 (yellow cylinder block)      cylinder/cylinder_1 (yellow cylinder block)      tomato/tomato_3 (red tomato ellipsoid)      ,cylinder/cylinder_1 (yellow cylinder block) cylinder/cylinder_1 (yellow cylinder block) ,,0.0,3.0,0.0,2.0,0.6,0.0,0.0,0.0
cylinder,potato/potato_4 (brown potato ellipsoid)      banana/banana_1 (yellow banana arch)      cylinder/cylinder_1 (yellow cylinder block)      cylinder/cylinder_1 (yellow cylinder block)      ,cylinder/cylinder_1 (yellow cylinder block) cylinder/cylinder_1 (yellow cylinder block) ,,0.0,2.0,0.0,2.0,0.5,0.0,0.0,0.0
cylinder,potato/potato_4 (brown potato ellipsoid)      banana/banana_1 (yellow banana arch)      cylinder/cylinder_1 (yellow cylinder block)      lime/lime_4 (green lime ellipsoid)      tomato/tomato_3 (red tomato ellipsoid)      ,cylinder/cylinder_1 (yellow cylinder block) cylinder/cylinder_1 (yellow cylinder block) ,,0.0,3.0,0.0,2.0,0.6,0.0,0.0,0.0
cylinder,potato/potato_4 (brown potato ellipsoid)      tomato/tomato_3 (red tomato ellipsoid)      cylinder/cylinder_1 (yellow cylinder block)      banana/banana_1 (yellow banana arch)      lime/lime_4 (green lime ellipsoid)      cylinder/cylinder_1 (yellow cylinder block)      ,cylinder/cylinder_1 (yellow cylinder block) cylinder/cylinder_1 (yellow cylinder block) ,,0.0,4.0,0.0,2.0,0.666666666667,0.0,0.0,0.0
cylinder,potato/potato_4 (brown potato ellipsoid)      banana/banana_1 (yellow banana arch)      cylinder/cylinder_1 (yellow cylinder block)      tomato/tomato_3 (red tomato ellipsoid)      ,cylinder/cylinder_1 (yellow cylinder block) ,,0.0,3.0,0.0,1.0,0.75,0.0,0.0,0.0
cylinder,tomato/tomato_3 (red tomato ellipsoid)      potato/potato_4 (brown potato ellipsoid)      cylinder/cylinder_1 (yellow cylinder block)      banana/banana_1 (yellow banana arch)      lime/lime_4 (green lime ellipsoid)      cylinder/cylinder_1 (yellow cylinder block)      ,cylinder/cylinder_1 (yellow cylinder block) cylinder/cylinder_1 (yellow cylinder block) ,,0.0,4.0,0.0,2.0,0.666666666667,0.0,0.0,0.0
cylinder,tomato/tomato_3 (red tomato ellipsoid)      cylinder/cylinder_1 (yellow cylinder block)      cylinder/cylinder_1 (yellow cylinder block)      banana/banana_1 (yellow banana arch)      potato/potato_4 (brown potato ellipsoid)      ,cylinder/cylinder_1 (yellow cylinder block) cylinder/cylinder_1 (yellow cylinder block) cylinder/cylinder_1 (yellow cylinder block) ,,0.0,2.0,0.0,3.0,0.4,0.0,0.0,0.0
cylinder,cylinder/cylinder_1 (yellow cylinder block)      cylinder/cylinder_1 (yellow cylinder block)      lime/lime_4 (green lime ellipsoid)      banana/banana_1 (yellow banana arch)      potato/potato_4 (brown potato ellipsoid)      tomato/tomato_3 (red tomato ellipsoid)      ,cylinder/cylinder_1 (yellow cylinder block) cylinder/cylinder_1 (yellow cylinder block) ,,0.0,4.0,0.0,2.0,0.666666666667,0.0,0.0,0.0
 ,,,,,,,,,,,
cube,tomato/tomato_3 (red tomato ellipsoid)      cube/cube_1 (yellow cube block)      banana/banana_1 (yellow banana arch)      cube/cube_1 (yellow cube block)      potato/potato_4 (brown potato ellipsoid)      ,cube/cube_1 (yellow cube block) cube/cube_1 (yellow cube block) cube/cube_1 (yellow cube block) ,cube/cube_1 (yellow cube block) cube/cube_1 (yellow cube block) ,2.0,2.0,0.0,1.0,0.8,1.0,0.666666666667,0.8
cube,tomato/tomato_3 (red tomato ellipsoid)      potato/potato_4 (brown potato ellipsoid)      cube/cube_1 (yellow cube block)      cucumber/cucumber_1 (green cucumber ovoid)      banana/banana_1 (yellow banana arch)      lime/lime_4 (green lime ellipsoid)      ,cube/cube_1 (yellow cube block) ,cube/cube_1 (yellow cube block) ,1.0,5.0,0.0,0.0,1.0,1.0,1.0,1.0
cube,banana/banana_1 (yellow banana arch)      cube/cube_1 (yellow cube block)      tomato/tomato_3 (red tomato ellipsoid)      cube/cube_1 (yellow cube block)      potato/potato_4 (brown potato ellipsoid)      ,cube/cube_1 (yellow cube block) cube/cube_1 (yellow cube block) ,cube/cube_1 (yellow cube block) cube/cube_1 (yellow cube block) ,2.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0
cube,potato/potato_4 (brown potato ellipsoid)      cube/cube_1 (yellow cube block)      banana/banana_1 (yellow banana arch)      cube/cube_1 (yellow cube block)      tomato/tomato_3 (red tomato ellipsoid)      ,cube/cube_1 (yellow cube block) cube/cube_1 (yellow cube block) cube/cube_1 (yellow cube block) ,cube/cube_1 (yellow cube block) cube/cube_1 (yellow cube block) ,2.0,2.0,0.0,1.0,0.8,1.0,0.666666666667,0.8
cube,potato/potato_4 (brown potato ellipsoid)      cube/cube_1 (yellow cube block)      cube/cube_1 (yellow cube block)      lime/lime_4 (green lime ellipsoid)      banana/banana_1 (yellow banana arch)      tomato/tomato_3 (red tomato ellipsoid)      ,cube/cube_1 (yellow cube block) cube/cube_1 (yellow cube block) ,cube/cube_1 (yellow cube block) cube/cube_1 (yellow cube block) ,2.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0
cube,tomato/tomato_3 (red tomato ellipsoid)      potato/potato_4 (brown potato ellipsoid)      cube/cube_1 (yellow cube block)      cube/cube_1 (yellow cube block)      banana/banana_1 (yellow banana arch)      ,cube/cube_1 (yellow cube block) cube/cube_1 (yellow cube block) cube/cube_1 (yellow cube block) ,cube/cube_1 (yellow cube block) cube/cube_1 (yellow cube block) ,2.0,2.0,0.0,1.0,0.8,1.0,0.666666666667,0.8
cube,potato/potato_4 (brown potato ellipsoid)      cube/cube_1 (yellow cube block)      cube/cube_1 (yellow cube block)      tomato/tomato_3 (red tomato ellipsoid)      banana/banana_1 (yellow banana arch)      ,cube/cube_1 (yellow cube block) cube/cube_1 (yellow cube block) ,cube/cube_1 (yellow cube block) cube/cube_1 (yellow cube block) ,2.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0
cube,potato/potato_4 (brown potato ellipsoid)      cube/cube_1 (yellow cube block)      cube/cube_1 (yellow cube block)      banana/banana_1 (yellow banana arch)      ,cube/cube_1 (yellow cube block) cube/cube_1 (yellow cube block) ,cube/cube_1 (yellow cube block) cube/cube_1 (yellow cube block) ,2.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0
cube,cube/cube_1 (yellow cube block)      cube/cube_1 (yellow cube block)      potato/potato_4 (brown potato ellipsoid)      banana/banana_1 (yellow banana arch)      tomato/tomato_3 (red tomato ellipsoid)      lime/lime_4 (green lime ellipsoid)      ,cube/cube_1 (yellow cube block) cube/cube_1 (yellow cube block) ,cube/cube_1 (yellow cube block) cube/cube_1 (yellow cube block) ,2.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0
cube,potato/potato_4 (brown potato ellipsoid)      cube/cube_1 (yellow cube block)      cube/cube_1 (yellow cube block)      ,cube/cube_1 (yellow cube block) cube/cube_1 (yellow cube block) cube/cube_1 (yellow cube block) ,cube/cube_1 (yellow cube block) cube/cube_1 (yellow cube block) ,2.0,0.0,0.0,1.0,0.666666666667,1.0,0.666666666667,0.8
 ,,,,,,,,,,,
lemon,lemon/lemon_1 (yellow lemon ellipsoid)      cube/cube_1 (yellow cube block)      lemon/lemon_1 (yellow lemon ellipsoid)      lemon/lemon_1 (yellow lemon ellipsoid)      ,lemon/lemon_1 (yellow lemon ellipsoid) lemon/lemon_1 (yellow lemon ellipsoid) lemon/lemon_1 (yellow lemon ellipsoid) ,lemon/lemon_1 (yellow lemon ellipsoid) lemon/lemon_1 (yellow lemon ellipsoid) cube/cube_1 (yellow cube block) lemon/lemon_1 (yellow lemon ellipsoid) ,3.0,0.0,1.0,0.0,0.75,0.75,1.0,0.857142857143
lemon,tomato/tomato_3 (red tomato ellipsoid)      cube/cube_1 (yellow cube block)      lemon/lemon_1 (yellow lemon ellipsoid)      lemon/lemon_1 (yellow lemon ellipsoid)      cucumber/cucumber_1 (green cucumber ovoid)      lemon/lemon_1 (yellow lemon ellipsoid)      ,lemon/lemon_1 (yellow lemon ellipsoid) lemon/lemon_1 (yellow lemon ellipsoid) lemon/lemon_1 (yellow lemon ellipsoid) ,lemon/lemon_1 (yellow lemon ellipsoid) lemon/lemon_1 (yellow lemon ellipsoid) cube/cube_1 (yellow cube block) lemon/lemon_1 (yellow lemon ellipsoid) ,3.0,2.0,1.0,0.0,0.833333333333,0.75,1.0,0.857142857143
lemon,lemon/lemon_1 (yellow lemon ellipsoid)      cube/cube_1 (yellow cube block)      lemon/lemon_1 (yellow lemon ellipsoid)      cucumber/cucumber_1 (green cucumber ovoid)      ,lemon/lemon_1 (yellow lemon ellipsoid) lemon/lemon_1 (yellow lemon ellipsoid) lemon/lemon_1 (yellow lemon ellipsoid) ,lemon/lemon_1 (yellow lemon ellipsoid) lemon/lemon_1 (yellow lemon ellipsoid) cube/cube_1 (yellow cube block) ,2.0,0.0,1.0,1.0,0.5,0.666666666667,0.666666666667,0.666666666667
lemon,cube/cube_1 (yellow cube block)      cucumber/cucumber_1 (green cucumber ovoid)      lemon/lemon_1 (yellow lemon ellipsoid)      tomato/tomato_3 (red tomato ellipsoid)      cuboid/cuboid_1 (yellow cuboid block)      ,lemon/lemon_1 (yellow lemon ellipsoid) ,cube/cube_1 (yellow cube block) lemon/lemon_1 (yellow lemon ellipsoid) ,1.0,3.0,1.0,0.0,0.8,0.5,1.0,0.666666666667
lemon,lemon/lemon_1 (yellow lemon ellipsoid)      tomato/tomato_3 (red tomato ellipsoid)      cube/cube_1 (yellow cube block)      lemon/lemon_1 (yellow lemon ellipsoid)      cucumber/cucumber_1 (green cucumber ovoid)      ,lemon/lemon_1 (yellow lemon ellipsoid) lemon/lemon_1 (yellow lemon ellipsoid) lemon/lemon_1 (yellow lemon ellipsoid) ,lemon/lemon_1 (yellow lemon ellipsoid) cube/cube_1 (yellow cube block) lemon/lemon_1 (yellow lemon ellipsoid) ,2.0,1.0,1.0,1.0,0.6,0.666666666667,0.666666666667,0.666666666667
lemon,tomato/tomato_3 (red tomato ellipsoid)      cube/cube_1 (yellow cube block)      lemon/lemon_1 (yellow lemon ellipsoid)      cucumber/cucumber_1 (green cucumber ovoid)      lemon/lemon_1 (yellow lemon ellipsoid)      ,lemon/lemon_1 (yellow lemon ellipsoid) lemon/lemon_1 (yellow lemon ellipsoid) ,cube/cube_1 (yellow cube block) lemon/lemon_1 (yellow lemon ellipsoid) lemon/lemon_1 (yellow lemon ellipsoid) ,2.0,2.0,1.0,0.0,0.8,0.666666666667,1.0,0.8
lemon,tomato/tomato_3 (red tomato ellipsoid)      cube/cube_1 (yellow cube block)      cucumber/cucumber_1 (green cucumber ovoid)      cuboid/cuboid_1 (yellow cuboid block)      lemon/lemon_1 (yellow lemon ellipsoid)      ,lemon/lemon_1 (yellow lemon ellipsoid) lemon/lemon_1 (yellow lemon ellipsoid) ,cube/cube_1 (yellow cube block) cuboid/cuboid_1 (yellow cuboid block) lemon/lemon_1 (yellow lemon ellipsoid) ,1.0,1.0,2.0,1.0,0.4,0.333333333333,0.5,0.4
lemon,cucumber/cucumber_1 (green cucumber ovoid)      cube/cube_1 (yellow cube block)      lemon/lemon_1 (yellow lemon ellipsoid)      lemon/lemon_1 (yellow lemon ellipsoid)      cuboid/cuboid_1 (yellow cuboid block)      tomato/tomato_3 (red tomato ellipsoid)      ,lemon/lemon_1 (yellow lemon ellipsoid) lemon/lemon_1 (yellow lemon ellipsoid) ,lemon/lemon_1 (yellow lemon ellipsoid) lemon/lemon_1 (yellow lemon ellipsoid) cube/cube_1 (yellow cube block) ,2.0,3.0,1.0,0.0,0.833333333333,0.666666666667,1.0,0.8
lemon,cucumber/cucumber_1 (green cucumber ovoid)      cuboid/cuboid_1 (yellow cuboid block)      cube/cube_1 (yellow cube block)      carrot/carrot_1 (carrot orange long-cone)      tomato/tomato_3 (red tomato ellipsoid)      lemon/lemon_1 (yellow lemon ellipsoid)      ,lemon/lemon_1 (yellow lemon ellipsoid) ,cube/cube_1 (yellow cube block) lemon/lemon_1 (yellow lemon ellipsoid) ,1.0,4.0,1.0,0.0,0.833333333333,0.5,1.0,0.666666666667
lemon,carrot/carrot_1 (carrot orange long-cone)      cube/cube_1 (yellow cube block)      cuboid/cuboid_1 (yellow cuboid block)      tomato/tomato_3 (red tomato ellipsoid)      cucumber/cucumber_1 (green cucumber ovoid)      lemon/lemon_1 (yellow lemon ellipsoid)      ,lemon/lemon_1 (yellow lemon ellipsoid) ,cube/cube_1 (yellow cube block) lemon/lemon_1 (yellow lemon ellipsoid) ,1.0,4.0,1.0,0.0,0.833333333333,0.5,1.0,0.666666666667
 ,,,,,,,,,,,
corn,corn/corn_4 (corn white long-cone)      corn/corn_4 (corn white long-cone)      corn/corn_4 (corn white long-cone)      cylinder/cylinder_1 (yellow cylinder block)      ,corn/corn_4 (corn white long-cone) corn/corn_4 (corn white long-cone) corn/corn_4 (corn white long-cone) ,corn/corn_4 (corn white long-cone) corn/corn_4 (corn white long-cone) corn/corn_4 (corn white long-cone) ,3.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
corn,arch/arch_3 (green arch block)      cylinder/cylinder_1 (yellow cylinder block)      potato/potato_4 (brown potato ellipsoid)      banana/banana_1 (yellow banana arch)      cucumber/cucumber_1 (green cucumber ovoid)      corn/corn_4 (corn white long-cone)      ,corn/corn_4 (corn white long-cone) ,corn/corn_4 (corn white long-cone) ,1.0,5.0,0.0,0.0,1.0,1.0,1.0,1.0
corn,corn/corn_4 (corn white long-cone)      corn/corn_4 (corn white long-cone)      corn/corn_4 (corn white long-cone)      cylinder/cylinder_1 (yellow cylinder block)      potato/potato_4 (brown potato ellipsoid)      ,corn/corn_4 (corn white long-cone) corn/corn_4 (corn white long-cone) corn/corn_4 (corn white long-cone) ,corn/corn_4 (corn white long-cone) corn/corn_4 (corn white long-cone) corn/corn_4 (corn white long-cone) ,3.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0
corn,corn/corn_4 (corn white long-cone)      corn/corn_4 (corn white long-cone)      cylinder/cylinder_1 (yellow cylinder block)      corn/corn_4 (corn white long-cone)      ,corn/corn_4 (corn white long-cone) corn/corn_4 (corn white long-cone) corn/corn_4 (corn white long-cone) ,corn/corn_4 (corn white long-cone) corn/corn_4 (corn white long-cone) corn/corn_4 (corn white long-cone) ,3.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
corn,corn/corn_4 (corn white long-cone)      corn/corn_4 (corn white long-cone)      cylinder/cylinder_1 (yellow cylinder block)      corn/corn_4 (corn white long-cone)      ,corn/corn_4 (corn white long-cone) corn/corn_4 (corn white long-cone) corn/corn_4 (corn white long-cone) ,corn/corn_4 (corn white long-cone) corn/corn_4 (corn white long-cone) corn/corn_4 (corn white long-cone) ,3.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
corn,corn/corn_4 (corn white long-cone)      banana/banana_1 (yellow banana arch)      corn/corn_4 (corn white long-cone)      cylinder/cylinder_1 (yellow cylinder block)      potato/potato_4 (brown potato ellipsoid)      ,corn/corn_4 (corn white long-cone) corn/corn_4 (corn white long-cone) ,corn/corn_4 (corn white long-cone) corn/corn_4 (corn white long-cone) ,2.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0
corn,corn/corn_4 (corn white long-cone)      corn/corn_4 (corn white long-cone)      cylinder/cylinder_1 (yellow cylinder block)      potato/potato_4 (brown potato ellipsoid)      ,corn/corn_4 (corn white long-cone) corn/corn_4 (corn white long-cone) ,corn/corn_4 (corn white long-cone) corn/corn_4 (corn white long-cone) ,2.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0
corn,corn/corn_4 (corn white long-cone)      cylinder/cylinder_1 (yellow cylinder block)      potato/potato_4 (brown potato ellipsoid)      corn/corn_4 (corn white long-cone)      ,corn/corn_4 (corn white long-cone) corn/corn_4 (corn white long-cone) ,corn/corn_4 (corn white long-cone) corn/corn_4 (corn white long-cone) ,2.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0
corn,corn/corn_4 (corn white long-cone)      cylinder/cylinder_1 (yellow cylinder block)      potato/potato_4 (brown potato ellipsoid)      corn/corn_4 (corn white long-cone)      ,corn/corn_4 (corn white long-cone) corn/corn_4 (corn white long-cone) ,corn/corn_4 (corn white long-cone) corn/corn_4 (corn white long-cone) ,2.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0
corn,cylinder/cylinder_1 (yellow cylinder block)      potato/potato_4 (brown potato ellipsoid)      banana/banana_1 (yellow banana arch)      corn/corn_4 (corn white long-cone)      cucumber/cucumber_1 (green cucumber ovoid)      corn/corn_4 (corn white long-cone)      ,corn/corn_4 (corn white long-cone) corn/corn_4 (corn white long-cone) ,corn/corn_4 (corn white long-cone) corn/corn_4 (corn white long-cone) ,2.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0
 ,,,,,,,,,,,
carrot,carrot/carrot_1 (carrot orange long-cone)      potato/potato_4 (brown potato ellipsoid)      cube/cube_1 (yellow cube block)      cucumber/cucumber_1 (green cucumber ovoid)      banana/banana_1 (yellow banana arch)      tomato/tomato_3 (red tomato ellipsoid)      ,carrot/carrot_1 (carrot orange long-cone) ,carrot/carrot_1 (carrot orange long-cone) ,1.0,5.0,0.0,0.0,1.0,1.0,1.0,1.0
carrot,cube/cube_1 (yellow cube block)      carrot/carrot_1 (carrot orange long-cone)      banana/banana_1 (yellow banana arch)      carrot/carrot_1 (carrot orange long-cone)      potato/potato_4 (brown potato ellipsoid)      carrot/carrot_1 (carrot orange long-cone)      ,carrot/carrot_1 (carrot orange long-cone) carrot/carrot_1 (carrot orange long-cone) carrot/carrot_1 (carrot orange long-cone) ,carrot/carrot_1 (carrot orange long-cone) carrot/carrot_1 (carrot orange long-cone) ,2.0,3.0,0.0,1.0,0.833333333333,1.0,0.666666666667,0.8
carrot,banana/banana_1 (yellow banana arch)      cucumber/cucumber_1 (green cucumber ovoid)      cube/cube_1 (yellow cube block)      carrot/carrot_1 (carrot orange long-cone)      potato/potato_4 (brown potato ellipsoid)      ,carrot/carrot_1 (carrot orange long-cone) ,,0.0,4.0,0.0,1.0,0.8,0.0,0.0,0.0
carrot,potato/potato_4 (brown potato ellipsoid)      cube/cube_1 (yellow cube block)      carrot/carrot_1 (carrot orange long-cone)      banana/banana_1 (yellow banana arch)      cucumber/cucumber_1 (green cucumber ovoid)      tomato/tomato_3 (red tomato ellipsoid)      ,carrot/carrot_1 (carrot orange long-cone) ,carrot/carrot_1 (carrot orange long-cone) ,1.0,5.0,0.0,0.0,1.0,1.0,1.0,1.0
carrot,banana/banana_1 (yellow banana arch)      cube/cube_1 (yellow cube block)      potato/potato_4 (brown potato ellipsoid)      carrot/carrot_1 (carrot orange long-cone)      ,carrot/carrot_1 (carrot orange long-cone) ,,0.0,3.0,0.0,1.0,0.75,0.0,0.0,0.0
carrot,banana/banana_1 (yellow banana arch)      carrot/carrot_1 (carrot orange long-cone)      potato/potato_4 (brown potato ellipsoid)      carrot/carrot_1 (carrot orange long-cone)      ,carrot/carrot_1 (carrot orange long-cone) carrot/carrot_1 (carrot orange long-cone) carrot/carrot_1 (carrot orange long-cone) ,carrot/carrot_1 (carrot orange long-cone) carrot/carrot_1 (carrot orange long-cone) ,2.0,1.0,0.0,1.0,0.75,1.0,0.666666666667,0.8
carrot,banana/banana_1 (yellow banana arch)      carrot/carrot_1 (carrot orange long-cone)      cube/cube_1 (yellow cube block)      potato/potato_4 (brown potato ellipsoid)      carrot/carrot_1 (carrot orange long-cone)      ,carrot/carrot_1 (carrot orange long-cone) carrot/carrot_1 (carrot orange long-cone) ,carrot/carrot_1 (carrot orange long-cone) carrot/carrot_1 (carrot orange long-cone) ,2.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0
carrot,potato/potato_4 (brown potato ellipsoid)      cube/cube_1 (yellow cube block)      carrot/carrot_1 (carrot orange long-cone)      banana/banana_1 (yellow banana arch)      ,carrot/carrot_1 (carrot orange long-cone) ,carrot/carrot_1 (carrot orange long-cone) ,1.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0
carrot,carrot/carrot_1 (carrot orange long-cone)      banana/banana_1 (yellow banana arch)      cube/cube_1 (yellow cube block)      potato/potato_4 (brown potato ellipsoid)      ,carrot/carrot_1 (carrot orange long-cone) ,carrot/carrot_1 (carrot orange long-cone) ,1.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0
carrot,carrot/carrot_1 (carrot orange long-cone)      cube/cube_1 (yellow cube block)      carrot/carrot_1 (carrot orange long-cone)      carrot/carrot_1 (carrot orange long-cone)      potato/potato_4 (brown potato ellipsoid)      banana/banana_1 (yellow banana arch)      ,carrot/carrot_1 (carrot orange long-cone) carrot/carrot_1 (carrot orange long-cone) carrot/carrot_1 (carrot orange long-cone) ,carrot/carrot_1 (carrot orange long-cone) carrot/carrot_1 (carrot orange long-cone) ,2.0,3.0,0.0,1.0,0.833333333333,1.0,0.666666666667,0.8
 ,,,,,,,,,,,
cucumber,potato/potato_4 (brown potato ellipsoid)      cucumber/cucumber_1 (green cucumber ovoid)      cucumber/cucumber_1 (green cucumber ovoid)      cabbage/cabbage_1 (cabbage purple ellipsoid)      banana/banana_1 (yellow banana arch)      ,cucumber/cucumber_1 (green cucumber ovoid) cucumber/cucumber_1 (green cucumber ovoid) cucumber/cucumber_1 (green cucumber ovoid) ,cucumber/cucumber_1 (green cucumber ovoid) ,1.0,2.0,0.0,2.0,0.6,1.0,0.333333333333,0.5
cucumber,cucumber/cucumber_1 (green cucumber ovoid)      banana/banana_1 (yellow banana arch)      cube/cube_1 (yellow cube block)      cabbage/cabbage_1 (cabbage purple ellipsoid)      potato/potato_4 (brown potato ellipsoid)      ,cucumber/cucumber_1 (green cucumber ovoid) ,cucumber/cucumber_1 (green cucumber ovoid) ,1.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0
cucumber,banana/banana_1 (yellow banana arch)      arch/arch_3 (green arch block)      cube/cube_1 (yellow cube block)      potato/potato_4 (brown potato ellipsoid)      cucumber/cucumber_1 (green cucumber ovoid)      cabbage/cabbage_1 (cabbage purple ellipsoid)      ,cucumber/cucumber_1 (green cucumber ovoid) ,,0.0,5.0,0.0,1.0,0.833333333333,0.0,0.0,0.0
