Token,Type,0-arch/arch_4,1-arch/arch_4,2-arch/arch_4,3-arch/arch_4,4-arch/arch_4,0-banana/banana_2,1-banana/banana_2,0-cabbage/cabbage_2,1-cabbage/cabbage_2,2-cabbage/cabbage_2,3-cabbage/cabbage_2,4-cabbage/cabbage_2,0-carrot/carrot_2,1-carrot/carrot_2,2-carrot/carrot_2,3-carrot/carrot_2,0-corn/corn_1,1-corn/corn_1,2-corn/corn_1,3-corn/corn_1,0-cube/cube_4,1-cube/cube_4,2-cube/cube_4,3-cube/cube_4,4-cube/cube_4,0-cuboid/cuboid_4,1-cuboid/cuboid_4,2-cuboid/cuboid_4,3-cuboid/cuboid_4,4-cuboid/cuboid_4,0-cucumber/cucumber_3,1-cucumber/cucumber_3,2-cucumber/cucumber_3,3-cucumber/cucumber_3,4-cucumber/cucumber_3,5-cucumber/cucumber_3,0-cylinder/cylinder_4,1-cylinder/cylinder_4,2-cylinder/cylinder_4,3-cylinder/cylinder_4,0-eggplant/eggplant_1,1-eggplant/eggplant_1,2-eggplant/eggplant_1,3-eggplant/eggplant_1,4-eggplant/eggplant_1,0-lemon/lemon_3,1-lemon/lemon_3,2-lemon/lemon_3,3-lemon/lemon_3,0-lime/lime_2,1-lime/lime_2,2-lime/lime_2,3-lime/lime_2,0-orange/orange_4,1-orange/orange_4,2-orange/orange_4,3-orange/orange_4,0-plum/plum_3,1-plum/plum_3,2-plum/plum_3,3-plum/plum_3,4-plum/plum_3,0-potato/potato_2,1-potato/potato_2,2-potato/potato_2,3-potato/potato_2,0-semicylinder/semicylinder_3,1-semicylinder/semicylinder_3,2-semicylinder/semicylinder_3,3-semicylinder/semicylinder_3,4-semicylinder/semicylinder_3,0-tomato/tomato_3,1-tomato/tomato_3,2-tomato/tomato_3,3-tomato/tomato_3,0-triangle/triangle_3,1-triangle/triangle_3,2-triangle/triangle_3,3-triangle/triangle_3,4-triangle/triangle_3
brinjal,shape,0.0003272568341367439,3.886649105600051e-05,1.8154750539110485e-05,0.02813331016042837,0.00029554911576143276,3.1114493741010606e-08,1.6156850988689639e-06,3.5905874586616064e-06,1.0201009023794229e-05,2.962878437822678e-06,5.295963685815377e-07,6.393716604922155e-08,2.5051003626446428e-05,6.119391243479025e-05,0.00015128422292572149,0.00013680804801431763,2.2581122343363646e-08,7.083801346089147e-08,1.9487548697248823e-07,2.0981202360266744e-07,4.2276784668882045e-06,1.8273076602694273e-05,3.3163883844824216e-06,4.694650694053537e-06,4.183300286924475e-06,2.752177898732723e-06,1.6284118725322016e-06,6.333402026214076e-07,5.9069900741503005e-05,2.9629498042680956e-05,9.216583479352542e-09,6.051402113837313e-08,1.04846831925568e-08,1.4660351738541957e-06,6.615242591890592e-09,6.089374988557691e-07,8.520670380328498e-07,4.1057589424969774e-07,5.235686831572718e-07,1.9611845781559108e-07,0.887176780081774,0.9957204093865737,0.09733588297072747,0.01143995190450616,0.033729697388304815,1.2779966863579376e-06,3.6442098297704315e-08,1.182803444308174e-07,2.9752767796941495e-07,2.1579407293357476e-07,1.3526138199072866e-07,9.33049471230117e-06,5.896990503598072e-07,1.864471218646532e-06,2.3033077111853797e-06,9.764069162614632e-07,1.9441498807493843e-06,2.9703442342154423e-06,4.448198206714132e-06,3.8103369003495444e-06,5.342057430423286e-06,6.024122709958058e-06,4.5813267871667967e-07,1.219892050549937e-07,4.2760271032477157e-07,6.87730820204152e-08,4.1012899215935586e-09,1.8187131604284818e-07,8.007177117379984e-07,7.198557586620672e-06,6.919638365092266e-06,3.0353571045483904e-07,1.3924368916193466e-07,9.252645432279842e-07,4.340299697796259e-07,3.399139203339131e-05,0.0001945497863386974,1.592754820850028e-05,2.1843678053568683e-05,1.241060256966384e-06
brinjal,object,6.152305820613482e-05,7.873298270976097e-06,3.0325859392814393e-06,0.003504154647065789,3.794477156405166e-05,5.1486622945338024e-08,4.39378013285117e-06,5.245979724032999e-06,1.5300812059890427e-05,5.766194685942788e-06,1.1705196384519373e-06,1.5839730235349498e-07,5.2079420020299134e-05,0.0001295929509548358,0.0002652404114426252,0.00021337953856013993,9.750544872241894e-08,3.317618661874219e-07,8.269693792403374e-07,4.504767000985841e-07,1.7100616125940706e-06,7.616200291106323e-06,8.774839208945183e-07,1.3751267949452049e-06,1.3302914152522637e-06,3.443633577857609e-06,3.126890014507835e-06,2.2251214992646726e-06,0.00011991038254692313,4.805339688710575e-05,2.9771446087615697e-08,1.5737831142694414e-07,3.6611663635170094e-08,3.2421204575264477e-06,2.8538126905469354e-08,1.298192977960892e-06,1.773024470867549e-06,1.963601860831987e-06,2.4465567737039934e-06,7.083940346948648e-07,0.9178578629689716,0.9964495886011103,0.1087564934691404,0.011313830436363963,0.03330905515683431,2.257880035524164e-06,5.343236933731111e-08,1.1665590280180165e-07,3.730574049487326e-07,2.7633109688508764e-07,1.3992181035809345e-07,6.7103673617952435e-06,5.337196458805135e-07,1.7736518376024854e-06,2.1355030757598444e-06,8.636300971874765e-07,1.602841924105079e-06,4.701520032036242e-06,6.898970168413065e-06,5.137151089680652e-06,8.613960857830386e-06,7.688724000685025e-06,1.049810980361555e-06,2.575469270085184e-07,1.0251047182569054e-06,1.6414185513389017e-07,7.084485913086971e-09,3.304429521920287e-07,1.1797247018229444e-06,8.840934472899958e-06,6.585321011311182e-06,2.0799680405266153e-07,8.537937615616761e-08,4.485700968901619e-07,1.974738264238455e-07,5.742972852447474e-05,0.0003562568737620339,2.519102511551917e-05,3.732877763874655e-05,2.360958503407384e-06
building,rgb,1.3698268942235245e-68,4.647652471842558e-65,1.1072790977757261e-66,6.950519581516744e-67,3.6875928188593685e-63,5.878801529450882e-09,1.5126294576185328e-07,4.849643496051475e-42,3.3398498419956964e-40,2.0695480015252674e-34,1.042180043002064e-29,1.3028729741480513e-36,1.1791383565641371e-25,8.106744561160426e-26,1.3269807146769798e-24,2.7006657489685343e-24,7.745416719244383e-25,1.2551498288505615e-24,6.73839717516208e-25,1.3107121133621702e-24,2.7146746855846275e-51,2.2712072751415136e-51,1.453679716769785e-56,2.158472668247845e-56,2.2266063534805248e-58,2.8928358756218673e-123,1.9356061757468825e-121,3.722048743310631e-121,1.1571323043854886e-119,4.044286902714054e-111,5.737106615491866e-17,4.8368955613319516e-15,3.002804559011342e-16,6.836775965444735e-16,5.754311774587604e-16,6.474701818426078e-16,2.7577116661089297e-28,4.970269858920958e-27,2.412416611742522e-28,2.955901112460358e-28,2.9184086164614787e-28,2.8661299067848386e-26,3.440013725439991e-22,1.9136024434435928e-25,2.6506238873522076e-22,0.09252677193795401,0.09160869492861899,0.049071892293226685,0.02887019176044252,0.00011999451141139654,0.002575352543672863,0.005878123611542228,0.007962932587261773,0.0005240674128474194,0.0002561008565084754,0.000170129390496709,9.570694827067442e-05,4.672079088063679e-38,6.484062563662216e-37,1.7168011685170144e-39,6.729467354743688e-37,2.645464121690626e-36,1.0660782223768072e-26,1.834618505040501e-25,1.4046299174377316e-24,5.433282782766218e-26,0.9292028972653351,0.7491624858294602,0.9321835139452401,0.7117405817556455,0.9278192219746156,5.44899215509658e-43,2.4419213821512407e-43,1.957618337532986e-43,1.610094421186234e-44,3.479464910304027e-29,1.7477336107038959e-28,9.731000076054837e-28,1.040019598242244e-29,1.9648909047428245e-28
building,shape,0.00014700142266382287,7.341719795462537e-06,1.4785052345286123e-06,0.0019826839034161894,0.03042315453409978,1.1939085601560962e-07,1.6615942162993822e-06,1.2484895874003362e-08,1.5782474408813207e-08,1.2839152812326363e-06,1.1717960651015706e-08,3.726756688647699e-08,2.210814369696315e-06,5.217663304355785e-06,4.587412200545809e-08,0.00022097292590184667,1.354170747433327e-06,1.0765682069451575e-06,1.0514786126793737e-06,0.00123311441444957,8.954049097595378e-06,2.8292302182462358e-05,1.288729148413201e-05,0.00019757933559332892,1.4286540823533612e-06,3.3599810441483015e-05,1.2983729673743536e-06,1.4911081843843059e-06,3.4490490743497675e-05,0.00012183979525361913,1.1085133713773536e-06,1.9503133185512783e-06,1.3779771414218467e-06,4.436371074199658e-06,1.4193392975271512e-06,1.3266768031723775e-06,1.1581892526525538e-05,8.641233550219876e-09,4.427257323822838e-08,4.113286389874692e-09,1.8547529473161144e-07,3.938515022995394e-05,2.6816513554593235e-05,1.3581573600365756e-08,1.529274522424284e-07,4.269649006320866e-09,8.004121086106217e-09,5.496900109702397e-07,1.742291259331146e-08,4.4670271871498555e-07,6.755450990200061e-08,1.7129572508786996e-06,1.6654353605165966e-07,2.0186483032902537e-06,2.3543007758712402e-08,5.894049493833787e-07,1.688563164969436e-07,5.411676956109008e-07,3.1542279444048035e-07,2.8385291692873614e-07,1.8869794718299697e-07,2.1798837202416898e-07,1.3475023038850307e-08,2.5100368197807698e-08,2.1196445164922413e-08,1.1401330298011766e-08,9.940360727574947e-07,1.271891102882552e-07,3.59574279355585e-07,4.5495791215584586e-06,4.27347449169242e-06,6.122018377681646e-09,3.548014826402384e-08,1.309386341669368e-07,4.4780870862394105e-07,2.484864029589083e-07,1.0717481006975298e-07,9.228109745172278e-07,1.6389656176550693e-08,1.7213690890807902e-07
building,object,2.3610485519744396e-05,2.8259311270690153e-06,7.461925254849259e-07,0.005461094201098189,0.006162782095079092,7.403976418339319e-07,1.1187355465462121e-06,6.134157957478652e-09,3.6420187301747764e-09,1.240012685020869e-07,4.856982603616572e-10,3.5965908016670834e-10,2.2770579119786217e-06,1.1008919745380714e-07,9.228691928471843e-10,4.969650727292096e-05,3.040243008434091e-08,6.997354844073682e-09,6.679412342092388e-09,8.126306784018537e-07,2.3523747939842216e-07,5.039423521244469e-07,6.336785842570662e-07,5.225339933105801e-06,6.279902307952514e-08,7.017161765537957e-11,4.377122573026639e-12,6.8836178683237236e-12,1.2281331794771516e-10,2.926198557941347e-10,1.4122551623572556e-06,4.832044243834112e-06,1.4679178521434373e-06,3.1581420684349946e-06,3.448458836032943e-07,1.9908509018266728e-08,2.855290192710344e-07,1.4368294069443106e-09,3.479096314141786e-09,3.510857873701858e-10,1.8885257912072957e-08,4.430681983035468e-06,2.5195991677786948e-06,9.494338984489094e-09,8.493385673154227e-08,6.652177070228679e-08,5.610452732618071e-08,1.3553288176612265e-06,3.9365790544004054e-08,4.796854153172379e-07,1.4194373655231195e-07,7.6271175771562555e-06,3.1999162121542663e-07,2.0425950166438715e-06,3.7005218546668244e-08,5.648390374540954e-07,1.920217714771629e-07,5.569373149501025e-10,4.2541252394877045e-10,1.37087761194578e-10,1.9929781906681661e-10,2.2982224181170433e-10,1.0524878541018893e-10,1.5647505008204878e-10,1.5523689967358847e-10,8.70266301118862e-11,7.737243330125694e-06,7.320105107865774e-07,1.7966956736298388e-06,8.751030481624633e-06,2.7124271047754174e-05,1.4067297969038134e-09,6.209090195913565e-09,4.9271206721481215e-08,1.3393221429268463e-07,4.203670844791731e-08,2.2201456254673175e-07,4.6800907659844605e-08,1.539206703186739e-08,8.024924912642463e-09
butter,rgb,4.357209853364593e-127,1.0395439168640367e-115,3.369525076748482e-117,7.728211463116351e-114,2.956540148614623e-107,1.2987123009449028e-46,1.0151478618973447e-41,1.3345901073202317e-126,8.451608569165775e-123,1.0211980293662018e-109,1.1993269335022205e-99,1.2834884197387503e-117,2.030384576306088e-93,8.542250114669734e-94,1.3556523785606444e-90,1.1930166864448872e-89,1.4065496473832454e-89,4.481052111202596e-89,8.443685403036157e-90,4.210306952385741e-89,5.190036955476647e-109,5.995977669806627e-109,7.513403807541266e-111,1.0443966600264772e-109,2.494855758175152e-111,2.982203779508016e-246,3.6095796237505137e-243,4.3174609255110913e-243,7.133666781636788e-241,4.033747298112545e-230,1.2165272044980731e-58,2.1844938643296997e-52,1.7283784256787032e-56,6.597162255893105e-56,1.848223337531122e-56,3.094623515248091e-57,6.911157621421503e-69,6.618151957200009e-67,1.8028383492478046e-71,1.5777312081169408e-72,1.0205050891952422e-96,5.027402310526215e-92,5.2523547921848914e-82,8.59648107912541e-91,1.465256814152075e-83,0.01334018222769559,0.04961638358055898,0.09030241227904467,0.0005634210197852437,1.1475450339427767e-11,0.004133065652328506,1.560739843641673e-09,3.2260093802508e-10,6.422589865246723e-14,9.703575922756522e-16,5.3757619949708745e-15,4.7652520628623105e-16,9.330530291966598e-122,4.00706922297378e-119,2.9793880575376525e-124,2.909467264188731e-118,7.758535045747894e-116,1.4322954692116018e-91,2.0070663378105338e-88,1.3434224124469597e-85,8.9519404907388e-88,0.9634375310429114,2.716483848651721e-06,0.9877909487692227,5.519984737176413e-07,0.978809639319819,1.5499935429846967e-78,2.365081744118608e-79,7.122428247367326e-78,7.609487158044235e-80,2.445519421546871e-70,5.49894196281608e-69,2.8018845518317136e-68,1.249631876742264e-74,6.033255625928742e-71
butter,shape,6.885124065931428e-08,1.032794242500186e-08,6.8615180361313375e-09,0.0005670970381408021,0.000204620341001278,5.2977090018419116e-08,1.257372738722719e-09,2.857744567882704e-13,1.1385911408033615e-12,4.935112879806643e-06,2.8847748961789127e-08,1.0153781120816364e-07,3.0742978509144856e-12,2.1084874697646286e-11,2.6028292842501325e-05,7.108274716679053e-06,1.3676434243135589e-07,4.337351979438459e-08,8.959926294013184e-07,0.9701011459647335,0.9931608543830397,0.9911517978504718,0.01147861971866644,0.9284728896866845,0.025468152338352364,0.046851397935102894,0.0013018540561582966,0.00024687946959086926,0.004350501107786768,0.28339513007664713,3.6720196034049574e-10,1.2290265217930377e-09,4.3240334798087614e-09,6.113291564610716e-06,8.384684566993974e-06,0.5612415061614837,1.9606347378108478e-05,1.3093211207822116e-08,1.8033482254336316e-07,4.404494730595709e-08,5.035700070802207e-07,3.169556695356928e-06,1.194108938007379e-07,7.684595134021666e-10,5.378556866903076e-08,1.4877316758443024e-07,2.064118128912501e-05,1.89487951767054e-05,6.076959308189585e-09,3.965733956974875e-05,7.553295312826628e-05,2.682324713904774e-05,4.326773303084411e-05,1.4518366698444603e-05,1.760727758814146e-06,1.0884854705183995e-06,1.8303218234295752e-07,9.715247544998194e-09,2.367461401669632e-09,0.00023171714880169635,4.275958514504945e-05,2.37062610902674e-06,9.351096881101346e-11,1.9716261681535054e-08,2.7968408594418378e-08,6.749225212815477e-07,6.762010262236752e-07,1.0510618766035633e-05,0.7626890666356294,0.18085149926875593,0.002248208238956894,6.263432798026285e-07,2.4781840615288252e-08,9.890024561608505e-10,4.2547184092338486e-08,4.6336027707392344e-08,0.00013044284918559972,2.3820303153623023e-05,2.9534818630368397e-06,0.00014984691896381948
butter,object,2.494821541394719e-11,2.2546168909231598e-11,3.641628886297284e-10,0.0008430455154011743,2.8078779656096717e-07,1.939602617174104e-08,6.676261435183859e-05,4.1695158527137097e-13,1.321299664361973e-12,1.2866500385220021e-08,5.759798879599144e-11,9.891047420134654e-13,1.235044640044781e-09,2.0054827706284886e-11,5.083082056047088e-12,7.461266654791288e-06,3.952616137208412e-12,4.105649156657186e-12,5.8900071435639704e-12,8.83445636357553e-06,3.9173579850235995e-05,0.00024223355513006733,7.849842567749713e-07,7.133478403792732e-05,1.2966194243609232e-06,3.594895166789607e-18,5.441382319507057e-20,3.367081832815451e-19,9.809868333112013e-18,1.3556869412891508e-16,2.4055615749854974e-10,1.8081184176585347e-08,1.3651589148880027e-09,2.8969882754243604e-06,1.8226775765505957e-07,1.0966276351525581e-07,2.128375936451152e-09,3.2958396601974753e-10,2.0907591669312577e-10,5.845788415279888e-12,9.020086665729054e-09,1.0143039097106228e-06,1.6663258118299853e-06,9.676105906086648e-10,1.6651625067055815e-07,3.1749520338209644e-05,4.844486751131541e-05,0.00014619648625031136,1.1756928083437412e-06,0.00010975958415699223,0.0001004268677739377,0.000673897965236162,2.156855553391128e-05,0.00012193974427292983,4.950861903707281e-05,4.944959204910144e-05,1.5245191548131876e-05,1.9685720821226022e-15,2.2442220253285957e-15,1.6339987176189392e-13,3.0170691046007044e-13,1.4218906928570233e-13,1.200012981243748e-14,3.1793658746049014e-14,2.149460117343997e-14,3.8849284660011327e-13,0.15990619973551612,0.005349611700981837,0.999051067414356,0.9471336921817353,0.5986434361056748,1.3131181811746137e-09,4.2008609705582617e-10,9.351367454028943e-12,1.1432601534765161e-09,2.417119778544835e-07,1.8547069923063114e-06,2.7985201851969435e-10,1.1671725305730314e-08,1.9534337311571068e-09
cabbage,rgb,1.675425283953082e-106,7.935753605140097e-112,1.2180993813528589e-114,6.734300987149272e-120,8.111172356622799e-118,9.240712357742645e-20,2.020245371517031e-22,0.9713287784162987,0.9643945661826429,0.7687428705436158,0.18636736946701957,0.7591853243428172,6.736744678767618e-07,5.161249074999108e-07,6.444860661710648e-09,7.619994224398564e-10,0.00250406961121114,0.0019612910850873118,0.0026059994080730934,0.0018645048165151538,8.342674345193997e-79,3.822420749078097e-79,1.041657550840744e-92,8.22348336452264e-94,1.2314452136230657e-97,1.9161988814906583e-44,2.0149104054883197e-43,5.8963927075752355e-43,6.772033826375828e-42,1.8042284592955007e-34,1.477800406459611e-14,2.526234447830194e-17,2.0177315820595934e-15,1.848222706637019e-15,4.194767219335641e-15,1.969511597207128e-14,3.426528963132149e-23,6.970076595715297e-23,9.375102612711267e-21,1.417405456753428e-19,0.07423191590807622,0.011921921036202788,8.375068183678274e-05,0.005262985301344343,9.089430646889747e-05,7.834054011012914e-63,1.1866699472801303e-63,2.8613502286778024e-65,3.0547133174148716e-63,1.0363710606198864e-42,1.6813654239981007e-50,4.7534009149432204e-43,3.141817232738184e-42,1.6108277330959464e-56,3.789738915297802e-55,5.908092268004531e-57,1.9317494749466e-56,0.00099069050485666,3.162704633328329e-05,4.068569320472233e-07,1.045674806967638e-08,4.604107334029863e-12,3.396907822375039e-19,6.311117698160766e-20,1.3285402005999155e-21,1.1701750405938029e-23,3.960820568552514e-55,7.658219181451838e-48,6.127865511528209e-56,2.940050288266283e-47,6.456177836187896e-56,3.733422244179406e-96,4.201495426214236e-96,1.978230323737312e-98,4.7167905337757375e-99,2.1679151762282578e-23,1.8719557358122318e-23,8.423453053709777e-23,3.9982712012222384e-20,1.998022369128954e-21
cabbage,shape,0.00024346106442275873,2.7092890716022374e-05,4.392658150437343e-05,9.048307052625957e-06,2.471155447054412e-07,7.112189394709953e-06,4.4393922634793455e-07,0.9513631436073111,0.8850532951559782,0.35680467322647946,0.006285145183899362,0.0014499140726657099,1.2383067395080646e-06,2.908581166280244e-06,1.444239594224586e-06,4.12037022044173e-07,3.649626881662568e-07,1.8431592684512916e-06,3.940230851833523e-06,4.773663965779815e-06,3.7093983408980895e-05,6.302807093797192e-07,7.312288570610098e-06,1.4181772228172337e-06,5.668687907520893e-07,6.56260812741338e-07,3.0634286804715924e-06,1.3882741046716493e-06,2.2767012588134366e-07,1.1765107222819546e-07,4.143734838719331e-06,7.603664820200148e-07,2.8388863773489467e-06,3.191625589729153e-07,2.315225377540822e-06,1.2052002736176045e-07,7.014670683830164e-08,5.8043330495843696e-08,7.508507903035072e-08,2.5436469002443403e-08,7.025570037507005e-08,1.704787673034293e-07,1.3758009964645256e-07,5.80999662093241e-06,2.508987413167628e-06,2.254237968705705e-09,4.265567006634207e-08,5.2607471591682084e-08,2.361483740473959e-08,1.8920606670104566e-05,1.3602374694229451e-06,1.0105202302353532e-05,9.983049688993989e-06,1.083827129324954e-06,1.0701448305487715e-07,2.884059019911327e-07,1.5208946235240114e-07,0.00013723970987652905,1.8752411847663838e-05,2.3999915309854143e-06,2.25507270598282e-05,2.307919144183714e-06,1.2291044817162062e-06,1.3126951236813928e-06,3.339685199189593e-07,5.278647021553086e-07,3.325001206346167e-06,6.020313051525392e-07,1.225341419014814e-07,9.525885084591124e-08,2.2405176640438475e-07,2.5833061315229774e-06,4.207902058911982e-07,2.7729979219694626e-06,7.205323594223361e-07,2.0722183438867685e-06,3.371565003951497e-08,1.2476175397160166e-07,1.5550207487407525e-09,2.8741168254689817e-08
cabbage,object,7.676757324880795e-06,7.463253699232865e-07,1.0485829255783996e-06,3.93725529151915e-07,3.708275639448115e-08,3.77597385008362e-06,9.14296506039041e-07,0.9382548526795685,0.9017659824576632,0.347470673972333,0.011147233320368995,0.002054995567222922,1.200149578302751e-06,2.103118831010774e-06,1.389049554844548e-06,4.239209857718778e-07,1.313458221649853e-06,7.639683892200887e-06,1.3134728516895691e-05,8.912943361620088e-06,4.720679385908668e-06,1.1712863767304973e-07,5.732840993642306e-07,1.8491680372382117e-07,4.8217719973150186e-08,7.09056782874232e-06,5.302692021297435e-05,2.389160230906933e-05,4.587506550339182e-06,1.9163530748889456e-06,7.880112451073414e-06,1.6335519711993357e-06,5.913194797968546e-06,8.916658110297595e-07,6.363333467508142e-06,2.6708638017183677e-07,2.0172803813427492e-07,4.3294849856093923e-07,5.817463066486226e-07,1.6048503676622142e-07,1.7374043774434046e-07,2.8958935788067295e-07,3.167684027048061e-07,8.255046502804113e-06,5.2452540606879434e-06,1.2076126042357615e-09,1.9142414781461165e-08,1.3986832905450559e-08,8.52104847293906e-09,1.471666539259868e-05,1.0570448048564082e-06,7.988886095606808e-06,7.5108715037846465e-06,1.858998873741732e-07,2.638104099918175e-08,5.9293707419143306e-08,3.776358466265913e-08,0.00012829371563006736,1.73816694607462e-05,2.2600037355939243e-06,2.085065094087572e-05,2.146776311132761e-06,7.702371646435379e-07,8.345270756753084e-07,2.61498190498542e-07,3.8148804815575705e-07,2.0067258787682223e-06,5.134783853511167e-07,8.210607099766562e-08,7.356736775406568e-08,1.3128866047841884e-07,2.927684425846816e-07,3.6748880343456457e-08,1.8603567704426446e-07,4.557372527654136e-08,6.636934199347478e-06,1.1574691237355461e-07,5.724922555166739e-07,8.481457012643246e-09,1.1016187072632029e-07
carrot,rgb,9.254131316070617e-91,2.8163097509533634e-93,1.2239135469951185e-96,2.3525270809122563e-101,1.7846004272925907e-97,0.09669731544801433,0.004073500328325124,1.1397306264266434e-11,2.3035039246536342e-10,9.622901889247475e-08,9.562508828746497e-05,0.00019738005272592677,0.9987258105653806,0.9986122730126699,0.9990791362244752,0.9989222893166685,0.35502663206989105,0.3896591704348551,0.4062371606790382,0.45274839219729907,9.908823460908701e-58,4.7512830908200684e-58,3.546357741625723e-72,5.217155199760935e-73,2.378919808427752e-77,6.301352670396455e-131,8.096118281199753e-129,5.832003579406574e-128,7.76443529046928e-126,4.2941274331673574e-111,8.755178533815767e-15,2.996012255476503e-16,4.2649387261540046e-15,1.3031486334467644e-14,3.783136839192906e-14,5.981185016273976e-13,2.5781268988458418e-40,1.355356724966181e-38,3.3289600577913944e-37,1.51136536649108e-35,0.0014615124298411576,0.007432990870381899,0.06103787445306659,0.13641042143329768,0.8137713475386972,2.526821347525469e-31,4.734198818627727e-32,2.9649009857636017e-33,3.108890231221943e-31,1.8447199453181884e-32,1.3456478348993648e-38,3.1038158410982596e-29,6.828094646121919e-28,1.833171735645105e-24,3.2803414845660305e-23,1.2337799021333927e-24,4.016315345552367e-24,0.00350839972126204,0.016052669876981472,0.00027355627406151865,0.004162030651531906,0.0007575359814602623,0.02822129734077757,0.03821148600030738,0.011388105842029426,0.00022039061620371622,1.3111614444975788e-29,4.1207011923437566e-23,4.21541292598742e-30,1.6292810698637827e-22,7.344354814165434e-30,3.282662306131894e-68,2.51978154498041e-68,2.0064276888445626e-70,1.7920843928443222e-71,1.672248993795029e-41,7.372837769164036e-41,3.080901166978485e-39,8.757365221908307e-38,3.5293444152223623e-38
carrot,shape,0.004020083582410551,0.00019298020619625743,0.00018729207004650439,0.0005451498587150023,0.00020065311467463545,0.9900462522701219,0.0003490602307421003,1.6197728444975192e-05,3.078215982634646e-06,1.075793563587769e-06,5.9498875893953035e-05,0.001692195577828421,0.9999947208740914,0.9997672424106345,0.9971995798457626,0.9999842756493829,0.00017276578437969508,5.932489178927246e-06,1.3435280783672647e-06,6.317165736517607e-05,1.1875073447503604e-07,5.032223522789783e-08,8.274734333495742e-07,5.52028208855807e-08,2.200456423491775e-07,2.7727760997744775e-06,5.465256340167947e-08,2.812986445052773e-06,6.569702345310318e-05,4.5145947176014964e-05,0.40151424163720256,0.01864455229051134,0.03947550814693612,0.05925338203766112,9.38382337862114e-05,1.1612335774681108e-06,8.281011163574895e-07,7.1741621533866215e-06,1.6560347580649022e-06,1.3283840635678336e-07,0.0001451955035350632,0.001328413924425452,4.515864874499051e-06,1.4136784143185552e-07,0.00011896032659966329,5.718091515031747e-07,9.357044005399457e-07,1.744875125766647e-06,5.535029897374986e-07,1.1266449635222048e-08,5.583487399761738e-09,1.005588285140525e-08,2.0813578217011927e-08,9.904839174378493e-08,5.593974504087142e-08,1.1996661004963133e-07,2.1392720545420756e-08,1.6265993802707137e-08,1.1849315329369232e-08,5.9507957213955734e-08,2.2213550562398595e-08,5.9436400695416006e-09,3.931141221722239e-05,2.5126514998276978e-05,5.719735238478491e-06,2.845487254494037e-05,0.000289852370945809,5.699030263342727e-06,8.892497181248587e-07,2.1107153826723625e-06,3.3338319542244636e-06,3.937951979985915e-06,1.285540640102921e-05,2.3585426535366514e-05,6.0068192655076376e-05,0.00023836768932985352,0.0005193532562749643,3.6138750125354795e-05,0.0001942830683659059,1.8224398265423185e-07
carrot,object,0.008880480972318947,0.00042767836957118596,0.00023353644957898378,0.0030560898284301002,0.001706908090154095,0.9441999704187833,0.0009222712074305626,9.788381437656836e-06,3.2557560450948778e-06,1.7526589360990068e-06,3.430229456384901e-05,0.0013345486699371766,0.9999964789890375,0.9998028532211657,0.9990688728340037,0.9999909519137827,0.00300247088020831,8.644376307794141e-05,1.3126141242125327e-05,0.0005974577702847737,1.3494944697900997e-06,2.2652637377917926e-06,5.968737997216393e-06,1.1980864192022126e-06,1.686246408869967e-06,8.044337101891287e-07,1.2350359979156655e-08,8.140644441680036e-07,1.9294263515511138e-05,3.338449687508713e-05,0.2953816269814745,0.020984935802387767,0.03888097562777659,0.06441867770864335,7.718140531427607e-05,1.384293039598517e-06,2.0200492599899527e-07,1.352746776867609e-06,3.789518633557937e-07,7.096647324078219e-08,0.004242779984825799,0.026266566810355187,0.00021173491202528384,1.4850948974159484e-06,0.0006262753839875506,2.840861210240831e-07,2.598186752800144e-07,2.815380450798656e-07,1.0512193091469315e-07,1.0863735677527478e-09,6.215254962016931e-10,3.666210348497773e-09,4.201035888931509e-09,8.525659498225706e-08,5.175582688223343e-08,1.4831786072954478e-07,2.870156693362222e-08,3.9002005172664137e-07,3.5464836922385855e-07,3.892644024557737e-06,1.1068179223899432e-06,3.9285462082246963e-07,9.440811081649584e-05,6.813833726617349e-05,2.9326164230751913e-05,8.43155792542042e-05,1.74149405327316e-05,1.2070296118463003e-06,4.417030243936011e-07,1.307415196139177e-06,9.372568660995079e-07,3.823276571445523e-06,6.185023078884148e-06,9.931057315843886e-06,1.8130806870964446e-05,1.9458786435347012e-05,0.0001344455412342775,1.6803558210481878e-05,9.12357499011381e-05,6.728257343070362e-08
