Epoch, Color Log Likelihood, Shape Loglikehood, Object Loglikelihood
238,25954.2,17163,17009.8
239,25953.5,17162.1,17011.2
240,25952.7,17236.8,17012.3
241,25952,17224.7,17013.4
242,25951.2,17227.1,17014.6
243,25950.5,17228.6,16943.3
244,25949.8,17226.1,16944.1
245,25949.1,17232.3,16873.1
246,25948.4,17164.6,16873.8
247,25947.7,17166.5,16874.3
248,25947,17165,16874.8
249,25946.3,17163.2,16875.6
250,25945.6,17161.4,16839.9
251,25944.9,17159.5,16840.1
252,25944.2,17235.9,16840.1
253,25943.5,17223.5,16840.3
254,25942.9,17223.3,16840.8
255,25942.2,17221.1,16841
256,25941.5,17231.1,16840.8
257,25940.9,17158.7,16840.6
258,25940.2,17087.9,16840.8
259,25939.6,17088.9,16840.6
260,25938.9,17086.2,16840.4
261,25938.3,17083.8,16840.7
262,25937.7,17081.1,16840.7
263,25937,17078.6,16840.4
264,25936.4,17003.4,16839.8
265,25935.8,17001,16839.3
266,25935.2,17000.3,16838.8
267,25934.5,17063.8,16838.2
268,25933.9,17062.8,16837.9
269,25933.3,16991,16837.3
270,25932.7,16990.8,16836.6
271,25932.1,16989.6,16836.8
272,25931.5,16988.4,16799.9
273,25930.9,17061.4,16798.9
274,25930.3,17047,16798.9
275,25929.8,17044.8,16797.9
276,25929.2,17045,16797.1
277,25928.6,17044.2,16796.2
278,25928,17040,16795.3
279,25927.5,17048.9,16794.4
280,25926.9,17037.8,16793.9
281,25926.3,17033.6,16793
282,25925.8,17034.2,16792.1
283,25925.2,17031.7,16791
284,25924.7,17038,16790.2
285,25924.1,16968.8,16788.9
286,25923.6,16966.5,16751.6
287,25923,17045.8,16750.4
288,25922.5,17034.1,16749.3
289,25922,17029.8,16750.3
290,25921.4,16986.8,16749.5
291,25920.9,16983.1,16749
292,25920.4,16980,16748.4
293,25919.9,16978,16747.8
294,25919.3,16976.7,16747
295,25918.8,16974.6,16746.4
296,25918.3,16972.5,16744.4
297,25917.8,16970.5,16741.3
298,25917.3,16968.9,16738.5
299,25916.8,16967,16737.7
300,25916.3,16965.2,16736.7
301,25915.8,16963.3,16736
302,25915.3,16961.8,16735.4
303,25914.8,16959.9,16735.2
304,25914.3,16958.1,16735.2
305,25913.8,16956.1,16736.5
306,25913.3,16918.1,16737.6
307,25912.9,16916.6,16715.9
308,25912.4,16914.5,16728.6
309,25911.9,16912.3,16697.8
310,25911.4,16910.1,16728.7
311,25911,16907.8,16730.8
312,25910.5,16905.5,16731.5
313,25910,16904.8,16728.8
314,25909.6,16903.5,16717.8
315,25909.1,16829.8,16719.6
316,25908.7,16828.5,16679.1
317,25908.2,16827.8,16667.2
318,25907.7,16827.7,16679.7
319,25907.3,16828.5,16699.7
320,25906.8,16829.8,16670.2
321,25906.4,16830.2,16654.5
322,25906,16830.6,16665.4
323,25905.5,16830.3,16666.6
324,25905.1,16829.4,16684.3
325,25904.6,16821.8,16661.5
326,25904.2,16812.5,16635.5
327,25903.8,16760.3,16652
328,25903.3,16784.6,16654.6
329,25902.9,16779.1,16653.7
330,25902.5,16792.6,16651.7
331,25902.1,16772.1,16649.5
332,25901.7,16755.6,16647.2
333,25901.2,16762.7,16645.2
334,25900.8,16748.6,16643.3
335,25900.4,16751.7,16641.2
336,25900,16752.4,16640
337,25899.6,16747.9,16640.1
338,25899.2,16743,16641.4
339,25898.8,16739.7,16641.4
340,25898.4,16737.2,16640.8
341,25898,16737.2,16639.7
342,25897.6,16742.6,16638.5
343,25897.2,16751.9,16565.7
344,25896.8,16720.7,16564.9
345,25896.4,16735.5,16564.7
346,25896,16756.2,16565.3
347,25895.6,16734.3,16563.6
348,25895.2,16737.7,16563.1
349,25894.8,16752.8,16557.6
350,25894.4,16757,16559.5
351,25894.1,16757,16566.3
352,25893.7,16774.6,16580.5
353,25893.3,16774.3,16580.9
354,25892.9,16780.5,16564.7
355,25892.5,16778.5,16588.4
356,25892.2,16781.4,16587.7
357,25891.8,16780.5,16601.3
358,25891.4,16777.8,16591.9
359,25891.1,16772.6,16566.5
360,25890.7,16762,16575.3
361,25890.3,16774.7,16577.3
362,25890,16732.5,16576.2
363,25889.6,16714,16574
364,25889.3,16717.8,16571.7
365,25888.9,16717.1,16569.5
366,25888.5,16712.9,16567.4
367,25888.2,16714.1,16565.4
368,25887.8,16705.9,16563.5
369,25887.5,16692.1,16489.7
370,25887.1,16690.2,16488.2
371,25886.8,16686.2,16486.8
372,25886.4,16680.4,16485.7
373,25886.1,16676.7,16484.5
374,25885.8,16672.9,16483.3
375,25885.4,16598.7,16482.2
376,25885.1,16597,16481.2
377,25884.7,16594.6,16480.2
378,25884.4,16591.2,16480
379,25884.1,16588.8,16479
380,25883.7,16591.9,16478.1
381,25883.4,16608.9,16477.2
382,25883.1,16572.9,16476.6
383,25882.7,16597,16475.8
384,25882.4,16582.3,16474.9
385,25882.1,16593.2,16474
386,25881.8,16611.8,16473.1
387,25881.4,16620.8,16472.3
388,25881.1,16595.4,16471.4
389,25880.8,16612.7,16434.5
390,25880.5,16611.1,16433.6
391,25880.1,16612.9,16432.7
392,25879.8,16621.6,16431.8
393,25879.5,16631.1,16430.9
394,25879.2,16613.7,16430
395,25878.9,16545.2,16429.1
396,25878.6,16548.8,16428.6
397,25878.3,16551.9,16427.7
398,25878,16552,16426.7
399,25877.6,16549.2,16425.8
400,25877.3,16543.4,16424.9
401,25877,16532.3,16423.9
402,25876.7,16518.9,16423
403,25876.4,16519.4,16422
404,25876.1,16516.4,16421.1
405,25875.8,16489.1,16420.1
406,25875.5,16490.7,16419.1
407,25875.2,16484.2,16418.1
408,25874.9,16477.1,16417.1
409,25874.6,16471.4,16416.1
410,25874.3,16466.2,16415.1
411,25874.1,16461.9,16414.1
412,25873.8,16458.2,16413
413,25873.5,16455,16412
414,25873.2,16416,16410.9
415,25872.9,16413.2,16409.9
416,25872.6,16410.6,16408.8
417,25872.3,16408,16407.7
418,25872,16405.6,16406.6
419,25871.8,16403.7,16405.5
420,25871.5,16401.4,16405.1
421,25871.2,16398.8,16404
422,25870.9,16395.9,16402.9
423,25870.6,16392.9,16401.7
424,25870.4,16389.8,16400.6
425,25870.1,16387,16399.4
426,25869.8,16386.7,16398.2
427,25869.5,16421.8,16397
428,25869.3,16416.4,16395.9
429,25869,16392.8,16394.7
430,25868.7,16384.3,16393.5
431,25868.4,16415.2,16356.2
432,25868.2,16423.7,16354.9
433,25867.9,16400.8,16353.7
434,25867.6,16395.9,16352.4
435,25867.4,16389.3,16351.1
436,25867.1,16392.6,16349.9
437,25866.8,16392.5,16348.6
438,25866.6,16390,16347.3
439,25866.3,16385.7,16346
440,25866,16380.9,16344.6
441,25865.8,16376.4,16343.3
442,25865.5,16371.9,16342
443,25865.3,16367.7,16340.6
444,25865,16363.8,16339.2
445,25864.8,16360.9,16337.8
446,25864.5,16357.6,16336.5
447,25864.2,16354.6,16335
448,25864,16351.9,16333.6
449,25863.7,16349.4,16332.2
450,25863.5,16347,16330.8
451,25863.2,16344.9,16329.3
452,25863,16342.9,16327.8
453,25862.7,16305,16326.3
454,25862.5,16303.2,16324.9
455,25862.2,16301.5,16323.4
456,25862,16299.8,16321.8
457,25861.7,16298.1,16320.3
458,25861.5,16296.6,16318.7
459,25861.3,16295.1,16317.2
460,25861,16293.8,16315.6
461,25860.8,16292.5,16314.1
462,25860.5,16291.2,16312.4
463,25860.3,16289.5,16310.8
464,25860,16287.5,16309.3
465,25859.8,16285.1,16307.6
466,25859.6,16282.8,16306
467,25859.3,16280.6,16304.3
468,25859.1,16278.5,16302.6
469,25858.9,16276.5,16300.9
470,25858.6,16274.6,16299.3
471,25858.4,16272.7,16297.5
472,25858.2,16270.9,16295.8
473,25857.9,16269.1,16294
474,25857.7,16267.4,16292.2
475,25857.5,16265.7,16290.4
476,25857.2,16264,16288.6
477,25857,16262.3,16286.9
478,25856.8,16260.6,16285.1
479,25856.5,16259,16283.2
480,25856.3,16257.4,16281.3
481,25856.1,16255.7,16279.5
482,25855.9,16254,16277.5
483,25855.6,16252.3,16275.6
484,25855.4,16250.5,16273.7
485,25855.2,16248.8,16271.7
486,25855,16247.1,16269.8
487,25854.8,16245.4,16267.8
488,25854.5,16243.6,16229.8
489,25854.3,16241.8,16227.7
490,25854.1,16240.1,16225.7
491,25853.9,16238.3,16223.6
492,25853.7,16236.6,16221.5
493,25853.4,16234.8,16219.4
494,25853.2,16233,16217.2
495,25853,16231.3,16215.1
496,25852.8,16229.5,16213
497,25852.6,16227.7,16210.8
498,25852.4,16225.9,16208.5
499,25852.1,16224.1,16206.3
500,25851.9,16222.5,16204
501,25851.7,16220.7,16201.7
502,25851.5,16218.9,16199.3
503,25851.3,16217.1,16196.9
504,25851.1,16215.3,16194.5
505,25850.9,16213.6,16192.1
506,25850.7,16211.8,16189.6
507,25850.5,16210,16187.1
508,25850.3,16208.2,16184.7
509,25850.1,16206.5,16182.2
510,25849.8,16204.8,16179.6
511,25849.6,16203,16176.9
512,25849.4,16201.2,16174.2
513,25849.2,16199.4,16171.5
514,25849,16197.6,16168.8
515,25848.8,16195.8,16166
516,25848.6,16194,16163.1
517,25848.4,16192.3,16160.3
518,25848.2,16190.5,16157.3
519,25848,16188.7,16154.3
520,25847.8,16186.9,16151.3
521,25847.6,16185.2,16148.3
522,25847.4,16183.4,16145.1
523,25847.2,16181.6,16142
524,25847,16179.8,16138.9
525,25846.8,16178,16135.6
526,25846.6,16176.2,16132.3
527,25846.4,16174.5,16128.9
528,25846.3,16172.7,16125.4
529,25846.1,16134.8,16121.9
530,25845.9,16133,16118.3
531,25845.7,16131.2,16114.7
532,25845.5,16129.4,16110.9
533,25845.3,16127.6,16107.1
534,25845.1,16125.8,16103.3
535,25844.9,16124.1,16099.4
536,25844.7,16122.3,16095.4
537,25844.5,16120.5,16091.3
538,25844.3,16118.7,16087.2
539,25844.1,16116.9,16082.9
540,25844,16115.1,16078.6
541,25843.8,16113.3,16074.3
542,25843.6,16111.5,16069.8
543,25843.4,16109.6,16065.3
544,25843.2,16107.8,16060.7
545,25843,16106,16056.1
546,25842.8,16104.2,16051.3
547,25842.7,16102.3,16046.8
548,25842.5,16100.5,16041.9
549,25842.3,16098.7,16037
550,25842.1,16096.8,16032
551,25841.9,16095,16027
552,25841.7,16093.1,16021.9
553,25841.6,16091.3,16016.8
554,25841.4,16089.4,16011.6
555,25841.2,16087.8,16006.4
556,25841,16085.9,16001.2
557,25840.8,16084,15996
558,25840.7,16082.2,15990.7
559,25840.5,16080.3,15985.5
560,25840.3,16078.4,15980.2
561,25840.1,16076.5,15975
562,25840,16074.6,15969.8
563,25839.8,16072.7,15964.7
564,25839.6,16070.8,15959.5
565,25839.4,16068.9,15954.5
566,25839.3,16067,15949.5
567,25839.1,16065,15944.5
568,25838.9,16063.1,15939.6
569,25838.7,16061.2,15934.9
570,25838.6,16059.2,15930.1
571,25838.4,16057.2,15925.5
572,25838.2,16055.3,15921
573,25838,16053.3,15916.6
574,25837.9,16051.3,15912.2
575,25837.7,16049.3,15908
576,25837.5,16047.3,15903.9
577,25837.4,16045.3,15899.8
578,25837.2,16043.3,15895.9
579,25837,16041.2,15892.1
580,25836.9,16039.2,15888.3
581,25836.7,16037.1,15884.7
582,25836.5,16035,15881.2
583,25836.4,16032.9,15878
584,25836.2,16030.8,15874.7
585,25836,16028.7,15871.5
586,25835.9,16026.7,15868.3
587,25835.7,16024.6,15865.2
588,25835.5,16022.4,15862.2
589,25835.4,16020.2,15859.3
590,25835.2,16018,15856.5
591,25835,16015.7,15853.8
592,25834.9,16013.5,15851.1
593,25834.7,16011.2,15848.5
594,25834.6,16008.9,15845.9
595,25834.4,16006.6,15843.5
596,25834.2,16004.2,15841
597,25834.1,16001.9,15838.7
598,25833.9,15999.5,15836.4
599,25833.8,15997,15834.1
600,25833.6,15994.6,15831.9
601,25833.4,15992.1,15829.8
602,25833.3,15989.6,15827.7
603,25833.1,15987,15825.6
604,25833,15984.5,15823.6
605,25832.8,15981.9,15821.6
606,25832.6,15979.2,15819.6
607,25832.5,15976.5,15817.7
608,25832.3,15973.8,15815.8
609,25832.2,15971.1,15813.9
610,25832,15968.3,15812.1
611,25831.9,15965.4,15810.3
612,25831.7,15962.6,15808.5
613,25831.6,15959.7,15806.8
614,25831.4,15956.7,15805.1
615,25831.2,15953.7,15803.4
616,25831.1,15950.7,15801.7
617,25830.9,15947.6,15800
618,25830.8,15944.4,15798.4
619,25830.6,15941.3,15796.8
620,25830.5,15938,15795.2
621,25830.3,15934.7,15793.6
622,25830.2,15931.4,15792
623,25830,15928,15790.5
624,25829.9,15924.6,15788.9
625,25829.7,15921.1,15787.4
626,25829.6,15917.6,15785.9
627,25829.4,15914,15784.4
628,25829.3,15910.3,15782.9
629,25829.1,15906.6,15781.5
630,25829,15902.9,15780
631,25828.8,15899.1,15778.6
632,25828.7,15895.2,15777.1
633,25828.6,15891.3,15775.7
634,25828.4,15887.4,15774.3
635,25828.3,15883.4,15772.9
636,25828.1,15879.4,15771.5
637,25828,15875.3,15770.1
638,25827.8,15871.2,15768.7
639,25827.7,15867.1,15767.4
640,25827.5,15862.9,15766
641,25827.4,15858.7,15764.6
642,25827.2,15854.5,15763.3
643,25827.1,15850.2,15762
644,25827,15846,15760.6
645,25826.8,15841.7,15759.3
646,25826.7,15837.5,15758
647,25826.5,15833.2,15756.7
648,25826.4,15829,15755.4
649,25826.3,15824.7,15754.1
650,25826.1,15820.5,15752.8
651,25826,15816.3,15751.5
652,25825.8,15812.2,15750.2
653,25825.7,15808.1,15748.9
654,25825.5,15804,15747.7
655,25825.4,15800,15746.4
656,25825.3,15796.3,15745.1
657,25825.1,15792.4,15743.9
658,25825,15788.6,15742.6
659,25824.9,15784.8,15741.4
660,25824.7,15781.1,15740.2
661,25824.6,15777.5,15738.9
662,25824.4,15773.9,15737.7
663,25824.3,15770.4,15736.5
664,25824.2,15767,15735.2
665,25824,15763.7,15734.4
666,25823.9,15760.4,15733.2
667,25823.8,15757.2,15732
668,25823.6,15754.1,15730.8
669,25823.5,15751.1,15729.6
670,25823.4,15748.1,15728.4
671,25823.2,15745.2,15727.2
672,25823.1,15742.4,15726
673,25823,15739.6,15724.8
674,25822.8,15736.9,15723.6
675,25822.7,15734.3,15722.4
676,25822.6,15731.7,15721.2
677,25822.4,15729.2,15720.1
678,25822.3,15726.8,15718.9
679,25822.2,15724.4,15717.7
680,25822,15722,15716.6
681,25821.9,15719.8,15715.4
682,25821.8,15717.5,15714.2
683,25821.6,15715.4,15713.1
684,25821.5,15713.2,15711.9
685,25821.4,15711.2,15710.8
686,25821.2,15709.1,15709.6
687,25821.1,15707.2,15708.5
688,25821,15705.2,15707.3
689,25820.9,15703.3,15706.2
690,25820.7,15701.4,15705
691,25820.6,15699.6,15703.9
692,25820.5,15697.8,15702.8
693,25820.3,15696.1,15701.6
694,25820.2,15694.3,15700.5
695,25820.1,15692.6,15699.4
696,25820,15691,15698.3
697,25819.8,15689.3,15697.1
698,25819.7,15687.7,15696
699,25819.6,15686.1,15694.9
700,25819.5,15684.6,15693.8
701,25819.3,15683,15692.7
702,25819.2,15681.5,15691.6
703,25819.1,15680,15690.5
704,25819,15678.5,15689.4
705,25818.8,15677.1,15688.3
706,25818.7,15675.6,15687.2
707,25818.6,15674.2,15686.1
708,25818.5,15672.8,15685
709,25818.3,15671.4,15683.9
710,25818.2,15670,15682.8
711,25818.1,15668.7,15681.7
712,25818,15667.3,15680.6
713,25817.8,15666,15679.5
714,25817.7,15664.7,15678.5
715,25817.6,15663.4,15677.4
716,25817.5,15662.1,15676.3
717,25817.4,15660.8,15675.2
718,25817.2,15659.5,15674.2
719,25817.1,15658.2,15673.1
720,25817,15657,15672
721,25816.9,15655.7,15671
722,25816.8,15654.5,15669.9
723,25816.6,15653.3,15668.8
724,25816.5,15652,15667.8
725,25816.4,15650.8,15666.7
726,25816.3,15649.6,15665.7
727,25816.2,15648.4,15664.6
728,25816,15647.2,15663.6
729,25815.9,15646,15662.5
730,25815.8,15644.9,15661.5
731,25815.7,15643.7,15660.4
732,25815.6,15642.5,15659.4
733,25815.4,15641.3,15658.3
734,25815.3,15640.2,15657.3
735,25815.2,15639,15656.3
736,25815.1,15637.9,15655.2
737,25815,15636.7,15654.2
738,25814.9,15635.6,15653.2
739,25814.7,15634.5,15652.1
740,25814.6,15633.3,15651.1
741,25814.5,15632.2,15650.1
742,25814.4,15631.1,15649.1
743,25814.3,15630,15648
744,25814.2,15628.8,15647
745,25814.1,15627.7,15646
746,25813.9,15626.6,15645
747,25813.8,15625.5,15644
748,25813.7,15624.4,15643
749,25813.6,15623.3,15642
750,25813.5,15622.2,15641
751,25813.4,15621.1,15639.9
752,25813.3,15620,15638.9
753,25813.2,15618.9,15637.9
754,25813,15617.8,15636.9
755,25812.9,15616.7,15635.9
756,25812.8,15615.6,15635
757,25812.7,15614.5,15634
758,25812.6,15613.5,15633
759,25812.5,15612.4,15632
760,25812.4,15611.3,15631
761,25812.3,15610.2,15630
762,25812.1,15609.1,15629
763,25812,15608.1,15628
764,25811.9,15607,15627.1
765,25811.8,15605.9,15626.1
766,25811.7,15604.9,15625.1
767,25811.6,15603.8,15624.1
768,25811.5,15602.7,15623.1
769,25811.4,15601.7,15622.2
770,25811.3,15600.6,15621.2
771,25811.2,15599.6,15620.2
772,25811,15598.5,15619.3
773,25810.9,15597.5,15618.3
774,25810.8,15596.4,15617.3
775,25810.7,15595.4,15616.4
776,25810.6,15594.3,15615.4
777,25810.5,15593.3,15614.5
778,25810.4,15592.2,15613.5
779,25810.3,15591.2,15612.6
780,25810.2,15590.1,15611.6
781,25810.1,15589.1,15610.7
782,25810,15588,15609.7
783,25809.9,15587,15608.8
784,25809.8,15585.9,15607.8
785,25809.7,15584.9,15606.9
786,25809.5,15583.9,15605.9
787,25809.4,15582.8,15605
788,25809.3,15581.8,15604.1
789,25809.2,15580.8,15603.1
790,25809.1,15579.7,15602.2
791,25809,15578.7,15601.3
792,25808.9,15577.7,15600.3
793,25808.8,15576.6,15599.4
794,25808.7,15575.6,15598.5
795,25808.6,15574.6,15597.6
796,25808.5,15573.6,15596.7
797,25808.4,15572.5,15595.7
798,25808.3,15571.5,15594.8
799,25808.2,15570.5,15593.9
800,25808.1,15569.5,15593
801,25808,15568.4,15592.1
802,25807.9,15567.4,15591.2
803,25807.8,15566.4,15590.2
804,25807.7,15565.4,15589.3
805,25807.6,15564.4,15588.4
806,25807.5,15563.4,15587.5
807,25807.4,15562.3,15586.6
808,25807.3,15561.3,15585.7
809,25807.2,15560.3,15584.8
810,25807.1,15559.3,15583.9
811,25807,15558.3,15583
812,25806.9,15557.3,15582.1
813,25806.8,15556.3,15581.2
814,25806.7,15555.3,15580.4
815,25806.6,15554.3,15579.5
816,25806.5,15553.3,15578.6
817,25806.4,15552.3,15577.7
818,25806.3,15551.3,15576.8
819,25806.2,15550.3,15575.9
820,25806.1,15549.2,15575
821,25806,15548.2,15574.2
822,25805.9,15547.3,15573.3
823,25805.8,15546.3,15572.4
824,25805.7,15545.3,15571.5
825,25805.6,15544.3,15570.7
826,25805.5,15543.3,15569.8
827,25805.4,15542.3,15568.9
828,25805.3,15541.3,15568.1
829,25805.2,15540.3,15567.2
830,25805.1,15539.3,15566.3
831,25805,15538.3,15565.5
832,25804.9,15537.3,15564.6
833,25804.8,15536.3,15563.8
834,25804.7,15535.3,15562.9
835,25804.6,15534.4,15562
836,25804.5,15533.4,15561.2
837,25804.4,15532.4,15560.3
838,25804.3,15531.4,15559.5
839,25804.2,15530.4,15558.6
840,25804.1,15529.5,15557.8
841,25804,15528.5,15556.9
842,25803.9,15527.5,15556.1
843,25803.8,15526.5,15555.3
844,25803.7,15525.5,15554.4
845,25803.6,15524.6,15553.6
846,25803.5,15523.6,15552.7
847,25803.5,15522.6,15551.9
848,25803.4,15521.6,15551.1
849,25803.3,15520.7,15550.2
850,25803.2,15519.7,15549.4
